Customer_ID,Payment_Date,Payment_Amount ($)
2821,2025-03-18,18.92
2193,2023-04-14,243.12
3777,2025-02-01,146.35
5646,2023-08-22,616.04
6625,2023-12-16,174.88
2251,2024-12-20,533.34
3789,2024-08-07,594.22
5701,2024-02-10,305.06
4464,2023-08-27,44.71
3168,2024-08-23,46.88
5894,2024-11-14,36.08
3097,2024-12-02,741.73
4680,2024-04-27,324.83
3848,2024-07-12,798.34
5905,2023-12-03,437.42
2505,2023-04-19,458.47
3622,2023-06-27,517.75
4473,2023-06-02,715.9
4547,2024-04-20,280.77
3388,2024-05-12,130.37
4995,2025-01-14,560.5
5817,2024-05-01,333.71
2718,2023-11-26,448.07
5485,2023-05-04,650.48
6435,2023-04-15,499.18
2659,2023-06-04,624.08
6009,2023-11-24,548.76
6525,2024-04-12,742.4
6995,2023-07-19,708.88
6235,2024-02-25,538.85
5765,2024-02-23,682.11
4990,2024-05-03,874.82
6638,2024-05-01,437.95
4105,2024-03-26,418.64
3256,2023-06-05,766.6
4483,2024-08-05,586.73
2384,2025-01-27,80.3
4608,2024-06-17,893.19
2194,2023-11-07,40.48
5808,2024-11-13,750.91
5720,2024-03-24,761.21
4582,2023-05-18,953.58
4566,2024-04-23,63.59
4764,2023-08-08,600.89
4799,2023-08-20,433.56
4340,2024-06-04,337.33
5407,2024-06-05,99.42
2732,2025-01-09,567.03
4873,2024-03-16,484.25
5121,2023-10-02,113.51
6781,2024-02-17,616.36
6178,2024-02-15,740.57
4605,2024-06-02,769.61
4383,2025-03-20,906.32
2532,2024-07-30,415.38
6317,2023-08-22,953.54
2635,2024-03-04,866.78
3770,2023-08-27,303.54
5805,2025-02-03,167.69
4371,2023-10-17,441.04
2003,2023-06-14,407.88
2206,2024-05-22,579.96
6136,2025-02-16,587.55
4622,2023-04-07,752.49
6740,2024-07-07,514.79
4891,2025-03-11,113.77
5194,2024-06-10,859.71
4667,2023-07-31,316.67
5307,2025-03-14,971.58
2898,2024-12-15,126.68
3086,2023-07-06,958.67
3280,2023-11-26,100.1
2671,2025-02-26,238.73
3506,2023-06-27,56.11
5576,2023-12-12,708.06
6815,2024-10-25,851.8
3956,2023-08-06,439.73
2250,2025-01-25,929.24
3893,2025-03-03,594.4
5440,2024-11-04,633.71
3854,2024-05-26,846.97
4855,2023-05-31,303.83
3504,2023-05-09,360.72
5386,2023-11-27,906.89
5572,2025-01-03,901.95
5793,2023-06-17,976.72
5427,2023-04-26,902.82
2044,2024-07-19,136.1
5613,2024-11-22,825.49
4619,2023-09-14,415.74
6679,2023-05-21,990.89
5164,2023-08-04,477.56
3289,2024-03-14,558.3
4943,2023-12-02,534.48
2220,2023-09-18,328.52
3926,2023-08-14,84.27
4973,2024-07-28,896.69
5514,2024-06-24,804.65
4449,2024-07-18,148.13
5472,2024-12-02,779.0
4775,2023-10-23,629.59
2991,2024-10-01,415.05
4947,2024-04-08,261.48
3813,2024-04-16,861.13
6954,2024-04-22,703.19
2804,2025-01-12,552.26
2490,2024-05-27,613.47
5557,2024-06-08,100.16
3494,2023-08-14,479.18
5646,2023-12-31,201.76
4892,2023-12-28,216.3
3706,2024-10-10,664.69
5517,2024-12-24,912.14
5341,2023-12-25,409.72
2054,2024-07-23,215.67
4576,2025-02-17,652.26
5592,2023-08-08,872.48
2616,2023-08-17,750.84
2955,2024-08-29,870.07
4434,2024-05-26,541.19
3630,2024-04-23,754.36
4782,2023-03-31,148.66
2650,2025-02-08,354.79
4348,2023-11-26,395.65
6491,2024-02-01,516.18
5279,2025-01-17,929.79
4641,2024-01-22,875.55
5802,2023-05-19,143.18
4562,2025-01-19,181.06
5250,2024-08-01,364.06
2371,2025-01-25,297.84
2858,2023-10-01,618.62
6887,2024-03-16,903.75
6754,2023-10-28,962.67
2384,2024-11-03,657.07
5878,2024-11-25,839.78
4553,2024-07-16,529.95
6335,2025-03-18,216.24
6291,2023-08-10,529.44
4726,2023-09-12,559.53
6035,2024-06-16,745.03
5294,2024-08-05,227.68
6252,2025-02-05,374.63
5989,2024-01-22,370.39
2923,2023-08-09,959.85
4916,2023-10-07,449.51
4951,2024-06-20,757.54
5047,2024-01-25,753.3
2975,2023-06-01,272.89
3231,2024-12-20,576.15
4436,2024-05-25,895.36
3815,2024-11-15,480.45
4935,2023-06-03,945.67
6934,2023-12-18,222.31
3364,2023-08-04,83.42
5941,2023-11-13,892.54
2204,2024-02-02,849.2
2161,2024-05-29,992.66
6488,2024-06-17,682.6
2769,2023-10-03,937.32
5749,2023-05-07,828.68
4582,2024-08-22,845.98
3094,2025-03-11,573.45
6501,2025-01-27,388.54
2608,2023-05-14,935.21
3541,2024-08-15,437.8
4876,2025-03-01,543.43
5192,2024-04-25,451.65
3838,2024-01-15,569.17
2690,2024-12-05,475.8
5760,2024-09-13,57.49
4950,2023-05-04,883.23
4104,2023-09-25,449.95
2366,2023-05-31,593.05
5576,2023-06-11,147.8
6551,2024-06-12,13.35
6200,2024-03-09,252.84
6173,2023-07-11,707.54
6326,2024-08-19,108.2
4379,2023-08-29,909.8
3206,2023-05-26,222.87
6989,2023-05-06,212.55
5840,2025-01-29,189.69
4736,2023-09-28,23.84
5348,2025-02-17,774.09
3676,2025-02-11,876.28
2299,2024-08-10,618.02
2957,2024-08-31,196.32
3115,2024-08-05,292.43
4506,2024-07-06,481.17
3475,2023-08-28,954.8
6461,2024-12-30,254.88
6447,2023-10-12,734.33
5727,2024-03-29,445.05
5472,2023-05-15,304.87
4829,2023-10-07,461.36
4851,2023-07-14,80.49
4507,2023-09-25,800.7
5771,2023-10-05,250.87
4965,2025-03-16,728.16
6595,2023-12-13,77.66
2950,2023-12-09,955.55
6604,2023-05-27,201.08
4851,2024-02-21,883.91
2166,2024-10-11,811.38
5487,2024-04-02,968.18
4510,2024-12-29,483.11
2920,2024-12-01,730.12
2114,2023-08-01,377.0
5505,2024-10-19,192.52
2992,2023-07-31,448.65
5840,2024-12-18,174.09
3259,2024-07-09,982.22
5427,2023-08-06,105.28
2515,2024-05-24,593.32
6805,2023-04-06,630.2
5197,2025-02-02,542.7
6435,2024-07-17,665.56
4585,2023-05-08,125.02
2068,2023-04-24,559.47
3597,2023-04-15,294.34
6479,2024-03-04,940.77
2019,2025-02-04,764.45
4731,2024-03-08,972.79
5522,2023-06-07,47.18
2573,2023-12-04,292.28
4259,2025-03-25,203.47
4903,2023-11-20,21.04
2651,2024-01-13,249.9
4588,2023-05-21,681.99
5263,2023-08-11,238.78
3339,2024-08-06,513.91
6997,2023-10-12,888.94
5635,2024-12-26,696.82
4828,2024-08-29,400.68
4218,2025-01-20,378.74
5540,2023-12-21,461.18
3038,2023-08-21,185.27
6384,2025-03-11,637.66
5979,2024-05-20,370.51
4962,2024-02-18,853.84
5227,2025-03-24,758.99
3099,2024-11-25,614.41
4325,2023-03-28,370.56
2940,2024-11-28,217.83
5717,2024-12-03,778.39
5415,2023-04-15,491.55
3449,2024-04-30,232.5
2571,2024-07-25,203.22
4905,2023-05-29,173.75
4506,2024-06-19,779.39
2918,2023-11-05,236.7
3875,2023-11-29,531.38
6929,2023-12-26,457.03
3679,2024-03-10,583.81
2616,2024-06-19,878.38
6502,2024-06-06,869.07
3750,2025-03-09,456.57
5826,2024-03-01,25.21
6189,2024-11-04,432.18
4478,2024-02-08,610.13
6750,2023-06-04,562.19
5506,2024-02-27,654.82
5476,2024-05-27,162.53
6530,2023-04-29,650.07
3136,2024-01-26,190.83
6001,2024-07-21,753.02
2375,2023-12-15,345.7
2207,2023-07-29,712.8
6876,2023-09-16,57.39
3320,2023-05-29,413.78
3142,2024-05-19,707.98
6628,2025-02-06,234.6
4691,2024-05-03,797.33
5256,2024-11-06,634.47
2090,2024-03-11,591.69
6109,2023-10-21,360.01
5021,2024-07-24,487.63
3858,2023-04-05,601.38
2805,2023-08-09,477.74
2945,2024-03-18,701.33
4790,2024-07-01,439.36
5876,2024-01-01,210.25
3611,2024-12-02,221.79
4924,2024-06-20,15.75
5883,2023-06-28,307.95
5222,2024-07-22,751.43
6392,2024-04-21,796.22
6736,2023-10-01,210.44
4388,2025-02-21,959.45
6724,2024-12-22,507.38
2942,2023-11-26,917.81
6926,2023-11-17,709.7
4567,2024-08-28,725.21
2976,2024-08-07,94.19
2955,2024-03-12,227.79
3263,2024-06-07,18.73
2944,2024-03-25,718.97
4203,2023-09-05,350.99
5328,2024-08-27,788.79
6275,2023-06-12,345.55
4260,2023-10-09,821.14
3829,2024-04-25,139.39
3258,2023-09-15,181.64
2465,2024-03-20,347.47
5295,2024-03-02,414.4
3231,2024-02-18,355.22
4655,2025-01-07,766.01
2885,2025-01-10,105.98
5806,2024-04-01,357.7
5857,2023-06-15,838.87
5136,2025-02-10,76.13
2925,2023-08-22,942.92
6590,2024-03-30,986.45
3547,2024-08-22,97.68
3095,2025-02-09,298.36
4412,2024-10-06,378.68
4618,2024-03-29,778.63
2763,2025-01-20,599.97
4324,2024-01-17,647.92
6146,2024-10-16,759.93
4776,2023-09-03,126.8
6660,2023-11-07,834.88
6879,2024-06-02,708.56
5156,2023-05-28,581.57
5971,2024-01-29,890.84
4041,2023-04-02,703.3
2584,2024-07-23,209.68
6332,2024-01-21,435.45
4104,2024-06-18,499.1
3943,2024-11-03,64.67
6456,2024-08-10,955.09
2110,2023-11-14,137.29
2192,2024-08-21,700.49
2904,2023-04-29,511.17
2862,2024-03-09,35.38
3084,2023-06-02,925.5
2650,2025-02-12,853.32
6135,2023-06-02,529.02
5612,2023-05-14,236.65
2637,2024-05-25,130.41
3037,2024-02-14,369.76
6132,2024-04-24,262.87
4149,2023-10-21,511.62
5866,2023-10-03,966.75
5158,2024-12-29,579.2
5588,2023-08-26,891.03
5295,2024-12-10,654.37
6262,2025-01-08,480.49
4431,2024-07-22,856.06
3880,2023-06-24,476.65
5967,2023-10-19,869.94
5714,2023-06-06,298.66
6127,2024-06-05,137.52
6107,2024-05-24,856.76
4012,2023-10-31,591.54
5374,2024-10-12,890.2
4144,2024-01-20,938.45
4501,2023-10-17,63.09
6582,2024-02-12,505.96
3290,2024-11-24,381.21
3448,2023-06-14,629.6
5200,2023-05-02,795.66
3944,2024-10-02,287.78
5184,2024-10-17,561.23
5217,2025-01-03,711.64
5137,2023-04-13,143.09
5319,2025-02-03,815.93
4783,2024-07-12,610.05
2991,2023-12-23,950.04
6921,2024-06-21,346.13
4154,2023-06-14,117.06
2226,2024-01-04,511.44
2777,2024-01-07,94.95
4838,2024-02-25,969.83
2688,2025-02-11,48.3
2530,2024-09-30,755.97
5443,2023-04-19,529.85
4154,2023-07-14,374.93
3295,2025-01-27,75.18
3527,2024-02-17,625.95
6775,2024-08-31,589.37
4897,2024-11-24,288.07
5104,2023-10-07,911.12
4441,2023-12-02,311.07
6136,2023-04-21,455.23
5803,2024-02-19,548.32
2845,2024-12-16,109.23
2447,2023-07-11,932.84
5916,2023-11-09,380.79
5110,2023-08-12,89.97
3235,2024-12-04,393.42
2227,2023-12-06,604.2
6144,2024-05-22,518.52
4960,2023-05-03,697.6
3831,2024-08-25,64.93
5780,2025-01-10,291.7
2187,2023-11-18,821.04
4878,2024-11-16,89.09
4536,2024-02-24,856.93
3933,2023-05-17,100.98
4925,2024-06-02,836.11
2849,2023-12-04,367.18
4033,2025-01-29,616.09
3253,2023-08-15,161.36
3882,2024-01-19,75.51
2270,2024-12-19,223.78
3631,2023-03-28,136.58
6406,2023-04-19,319.28
5204,2023-09-21,519.24
3575,2024-04-30,592.87
4893,2024-08-18,791.97
3696,2023-08-03,659.68
5259,2023-12-26,612.67
5263,2023-03-28,417.66
3446,2023-05-31,479.07
2220,2023-09-24,420.38
2053,2023-07-21,843.74
3758,2023-10-25,237.7
3667,2023-11-04,15.66
4786,2024-12-12,654.81
2720,2023-11-11,210.44
2406,2025-03-08,891.21
4295,2024-06-07,860.46
2072,2024-03-20,85.96
4054,2023-05-26,115.32
3230,2024-03-06,500.22
3568,2023-09-15,613.13
5683,2024-01-12,282.16
4954,2025-02-20,719.63
6483,2023-10-18,598.97
2699,2024-06-09,331.58
2827,2023-10-30,35.12
2349,2025-01-29,752.65
5909,2025-02-19,222.61
2308,2024-06-16,836.13
5417,2024-05-12,426.09
4335,2024-06-27,581.31
6862,2023-08-24,874.22
6821,2023-04-23,864.99
4810,2024-12-31,377.8
5559,2023-07-13,216.8
6479,2024-09-29,777.39
5478,2023-11-28,438.75
6621,2024-09-20,200.12
4687,2024-03-30,905.38
4986,2025-01-21,206.12
2276,2023-05-27,35.55
4548,2025-03-20,30.08
4765,2024-02-25,626.09
2337,2023-06-02,665.06
3974,2024-03-14,317.93
4980,2023-10-10,326.81
6577,2023-07-12,346.1
5969,2023-05-12,683.36
2911,2023-10-10,67.55
3997,2024-03-21,929.83
5130,2023-09-21,230.3
6205,2023-07-11,999.68
5758,2023-05-25,179.81
2328,2024-01-26,773.83
3800,2023-08-13,231.18
2315,2024-04-25,90.04
5546,2023-12-07,876.18
3135,2025-02-27,860.16
4747,2024-06-10,409.53
6877,2023-11-05,705.37
3521,2023-11-26,561.5
2156,2023-11-30,854.43
3725,2024-10-27,321.91
5344,2023-03-31,528.44
2887,2023-07-08,490.52
5074,2024-01-26,360.37
4806,2024-02-25,892.54
2722,2024-04-20,174.22
2913,2023-04-08,158.01
5358,2024-10-02,581.14
2871,2024-01-28,660.92
6109,2025-03-01,202.67
2498,2024-08-11,396.81
3757,2024-12-09,947.1
3118,2025-02-03,254.15
5410,2023-12-18,671.68
4829,2023-04-07,742.75
3648,2023-05-06,453.65
4984,2023-05-21,938.15
2143,2023-05-17,739.29
4762,2024-12-11,463.35
5436,2023-07-13,573.64
6661,2025-03-21,695.69
4432,2024-09-30,596.27
6513,2024-09-04,879.91
3849,2023-11-03,363.32
4697,2023-05-04,306.89
3718,2024-08-15,221.7
5073,2024-09-29,47.41
3068,2025-01-07,52.58
4787,2024-10-03,871.35
5792,2024-10-01,681.61
3289,2023-08-09,663.93
5872,2025-03-24,618.5
3807,2024-05-21,850.73
3505,2024-11-26,485.46
5309,2024-06-22,871.71
4952,2023-06-08,365.85
2072,2024-07-10,927.44
3691,2023-07-07,701.67
3345,2023-04-25,264.61
5304,2025-03-13,568.44
5114,2024-08-30,537.7
2883,2023-12-12,146.52
6235,2023-05-30,595.33
4663,2023-08-02,321.64
3505,2023-12-26,61.83
4464,2024-12-23,949.17
4554,2023-11-11,645.08
2733,2025-01-01,878.15
3749,2024-11-03,679.3
5925,2023-05-26,363.41
2424,2024-11-05,517.56
5479,2024-05-05,678.99
3592,2023-09-17,960.65
6486,2025-03-14,261.13
6438,2024-07-14,876.23
6710,2023-12-06,924.84
2493,2024-01-26,673.71
2192,2024-12-04,931.95
2499,2025-03-22,403.9
6918,2024-11-19,953.49
3257,2024-10-14,705.76
3969,2023-11-20,51.59
6323,2025-03-10,907.8
4187,2025-02-24,489.63
2817,2024-08-12,465.72
5221,2025-01-04,570.8
3474,2024-01-22,157.89
3087,2023-03-31,474.47
6200,2023-12-12,832.82
3875,2025-03-23,25.33
2871,2024-05-23,280.19
6764,2024-03-17,12.43
4043,2024-09-22,421.55
2273,2024-03-15,731.03
3030,2023-04-22,800.78
5219,2024-11-29,945.74
6070,2024-09-06,612.42
3052,2023-04-05,262.08
6034,2023-12-21,924.91
3574,2024-12-21,777.56
5191,2023-11-30,578.68
6389,2023-10-11,698.68
5798,2023-10-24,925.07
5290,2025-01-06,715.27
5748,2024-10-29,374.69
4106,2025-01-29,715.9
2308,2024-10-06,49.88
5360,2024-03-10,392.55
5177,2023-08-10,412.26
3252,2024-10-18,175.17
4748,2024-07-31,32.85
3518,2023-09-12,142.05
3379,2024-07-20,658.08
6892,2024-07-21,804.27
6993,2024-08-15,988.32
3962,2025-02-24,352.9
6306,2023-10-27,603.39
4864,2023-09-21,937.77
4657,2024-06-07,175.37
4495,2024-03-20,720.47
6568,2023-08-22,757.43
6006,2023-04-10,98.09
5564,2025-03-25,862.64
2923,2023-10-19,814.97
6233,2024-02-25,43.07
6463,2023-09-04,100.17
4960,2023-07-24,58.64
2184,2024-08-25,341.4
5359,2024-11-10,514.2
3399,2024-01-30,537.02
4797,2024-07-23,274.99
2537,2025-02-12,912.48
3274,2023-04-24,374.58
4968,2023-05-12,55.09
5050,2025-01-25,307.22
3097,2023-08-15,535.8
3306,2024-08-17,414.14
2916,2023-05-02,281.1
5082,2023-10-14,140.01
6248,2025-02-12,820.97
3029,2024-06-02,996.18
3978,2024-03-11,336.25
5355,2024-08-27,387.8
4512,2023-09-11,621.86
2271,2023-05-01,721.26
3187,2023-12-23,398.11
6556,2023-06-27,905.88
6201,2023-04-16,564.4
5765,2024-10-19,455.89
4399,2023-10-28,650.21
6530,2024-12-24,953.28
6236,2025-01-13,796.61
6183,2023-09-28,49.61
3712,2025-01-08,338.99
4231,2023-09-12,475.84
2129,2023-12-15,321.37
3270,2023-09-02,703.19
5673,2024-11-21,828.01
3602,2023-10-12,734.03
6766,2024-08-18,989.44
5971,2024-08-21,279.82
6245,2023-07-12,876.24
6948,2023-11-16,768.96
2628,2025-01-25,368.56
5798,2023-06-27,736.78
4045,2024-04-17,113.04
5553,2024-09-26,791.44
6980,2025-02-08,537.01
4342,2024-03-01,299.37
5215,2023-06-19,659.22
2250,2023-09-14,645.2
4926,2024-12-27,217.39
2975,2023-04-09,40.09
3326,2023-07-07,439.29
2984,2024-01-15,573.82
2889,2024-09-13,877.84
4938,2023-07-12,928.93
4118,2024-02-16,533.52
4673,2024-10-31,756.27
6971,2023-04-25,444.91
3327,2024-12-22,748.62
2471,2024-03-03,212.75
3988,2023-05-31,377.35
2091,2024-05-19,637.89
2530,2023-12-13,27.98
6757,2023-05-19,725.24
6060,2023-11-15,837.18
6835,2025-03-06,405.15
4774,2024-01-19,453.46
6968,2024-05-24,852.77
3687,2024-01-18,777.9
2192,2023-07-17,295.27
3987,2024-05-03,330.74
5624,2023-04-02,682.09
4186,2024-10-22,567.57
6441,2023-06-03,170.61
3009,2025-01-17,316.83
5784,2024-10-28,900.98
6299,2023-12-31,691.29
6669,2024-12-11,986.11
6288,2024-03-19,769.34
4053,2024-01-24,942.55
5309,2024-11-09,224.03
3717,2023-04-16,773.77
2311,2024-03-16,30.02
6539,2024-04-19,674.05
3261,2023-04-21,474.59
6966,2023-08-21,353.29
5933,2023-04-08,863.78
5269,2024-05-08,855.73
2585,2023-06-29,32.08
4800,2025-02-24,613.41
2360,2023-11-28,374.15
4867,2024-04-26,421.5
4012,2023-08-04,833.72
6940,2025-02-01,316.74
6007,2024-04-11,943.62
3626,2024-04-05,187.84
4765,2023-08-19,666.1
2891,2023-04-21,675.38
2732,2024-05-23,259.67
5962,2025-01-22,331.5
6702,2024-07-19,836.45
4505,2023-08-01,764.19
2615,2023-06-07,335.8
5807,2023-10-01,538.62
3720,2023-12-19,71.06
6770,2023-07-24,216.66
3588,2024-03-26,490.96
3612,2023-08-14,95.11
2897,2023-10-23,844.9
2278,2024-05-07,720.83
6648,2023-09-10,944.2
3637,2023-10-07,696.53
4159,2023-08-16,941.0
4433,2024-07-11,558.97
5905,2023-05-23,604.22
6857,2023-12-25,977.2
5263,2023-05-19,645.71
3450,2025-03-05,40.48
6501,2023-09-22,726.56
3233,2023-12-18,906.41
6118,2024-03-02,797.62
2678,2023-10-03,587.99
4659,2025-03-25,674.59
4029,2025-02-18,990.29
5759,2023-10-20,99.76
6625,2025-02-28,670.57
4038,2023-06-04,290.56
4650,2023-11-11,643.69
2657,2023-09-04,611.55
2166,2024-09-27,161.92
6945,2024-03-15,214.68
6592,2023-10-09,625.41
2590,2024-04-25,136.95
6525,2024-05-19,272.53
4822,2024-03-23,836.89
6259,2024-08-28,333.82
3263,2024-08-01,493.18
2072,2025-01-29,941.73
5517,2025-02-13,234.88
6751,2024-06-06,395.73
5581,2023-09-17,610.39
2269,2024-01-30,757.79
3777,2023-12-16,902.64
4463,2024-02-14,916.32
3269,2024-06-23,778.87
3016,2024-09-13,236.05
4723,2024-08-22,34.56
3084,2024-12-15,389.94
6102,2025-01-26,150.13
2407,2025-02-18,713.28
5077,2024-02-22,664.52
2986,2024-05-10,53.53
5604,2025-03-21,838.23
6486,2023-04-03,256.26
2710,2023-10-31,437.9
4619,2024-12-14,671.25
6850,2023-12-08,435.12
3412,2023-04-01,446.87
6622,2024-07-12,74.97
3486,2024-04-17,407.43
4951,2023-08-07,767.2
6652,2024-12-18,916.02
4935,2024-10-16,419.36
6115,2025-03-16,429.35
6671,2023-06-07,705.6
3004,2024-06-21,943.34
4467,2024-05-07,274.39
4467,2023-05-30,445.74
3939,2023-11-08,798.01
3940,2024-01-02,613.6
3636,2023-03-31,119.48
3699,2024-10-18,631.46
6528,2023-08-04,194.88
4092,2023-07-06,515.11
3896,2023-10-13,533.81
6241,2024-03-11,877.44
5399,2024-12-08,467.87
3074,2023-07-19,286.65
4403,2023-11-18,238.66
6896,2024-12-25,875.51
5213,2024-04-05,179.3
6038,2023-10-14,431.61
3152,2024-02-24,195.3
4446,2024-02-23,775.57
3957,2023-09-21,479.63
6559,2023-09-06,357.63
5908,2023-11-23,367.49
2808,2024-04-19,853.69
2187,2024-12-06,558.24
6828,2023-11-13,720.69
6525,2024-02-17,898.07
3308,2024-04-23,902.72
4285,2023-11-08,335.22
6867,2025-01-08,952.93
2758,2023-10-10,34.63
6232,2024-10-11,383.07
6888,2024-03-16,896.84
5855,2024-06-27,281.89
6267,2023-05-26,280.35
4207,2024-08-21,309.6
5559,2023-08-07,616.19
3581,2023-09-10,443.95
2962,2024-04-22,729.47
5848,2024-06-15,895.96
5576,2024-08-23,677.46
2876,2023-04-22,212.42
4419,2024-06-01,933.36
6199,2024-12-13,271.85
3002,2024-02-10,158.4
5385,2025-01-29,99.07
6067,2023-11-24,567.75
4846,2024-09-18,122.62
3482,2024-08-25,147.39
5302,2024-08-01,307.03
2658,2023-05-25,288.84
4781,2024-05-03,608.2
2423,2023-10-09,818.58
5682,2024-03-23,763.74
6267,2023-09-03,269.86
4711,2024-06-10,252.86
2453,2023-05-23,966.13
4398,2023-10-12,18.15
3976,2025-01-10,880.92
3658,2024-01-24,207.73
4542,2023-08-25,947.81
5076,2024-11-10,348.88
5165,2024-06-29,445.95
4967,2023-09-01,710.05
4054,2023-04-02,591.79
2288,2023-04-20,324.76
5218,2023-04-06,558.29
5855,2025-01-13,733.4
3448,2024-09-11,51.91
2608,2024-09-13,21.09
6553,2023-11-18,463.49
3765,2024-08-20,140.52
3226,2025-01-06,667.7
3236,2025-02-12,221.91
3030,2023-05-12,438.52
4672,2024-02-07,205.69
5963,2024-03-16,553.0
6543,2023-06-13,124.89
6931,2023-10-07,32.88
5178,2023-12-20,60.62
5723,2023-08-17,954.72
6907,2025-03-04,150.86
3476,2023-05-09,711.39
4897,2023-05-29,77.25
2809,2023-04-06,117.08
2979,2025-03-18,513.79
4464,2024-02-05,470.22
2726,2023-05-27,952.06
4502,2025-01-08,945.39
5363,2024-08-19,781.81
3217,2024-08-03,606.08
6052,2023-08-22,460.41
4198,2024-02-05,362.62
4807,2025-02-04,947.62
2779,2023-08-31,606.88
2973,2024-06-07,583.28
4811,2024-05-24,239.58
4124,2023-11-11,56.23
2599,2024-03-27,945.74
5342,2024-11-13,320.6
2225,2024-10-16,448.16
2841,2023-07-23,123.49
3815,2025-01-21,838.56
6810,2024-09-10,37.36
3107,2023-04-04,835.65
2125,2024-12-07,148.88
5247,2023-08-27,887.7
4932,2023-12-26,732.47
6126,2025-03-02,173.02
4972,2023-07-07,570.16
4018,2024-11-13,319.53
4416,2024-10-09,186.45
6591,2023-09-28,860.59
5097,2025-02-16,409.49
3610,2024-03-08,404.56
2718,2023-09-09,178.19
5562,2024-07-22,389.24
3017,2025-03-25,872.9
5566,2024-09-01,369.5
6702,2023-10-14,952.09
6471,2024-05-17,946.85
3961,2023-06-12,153.45
3049,2024-07-25,185.54
3358,2023-05-18,864.05
5427,2024-05-08,398.83
2116,2024-03-23,14.33
4096,2024-07-02,281.13
3802,2024-04-29,601.65
4147,2023-09-11,801.27
3621,2023-04-26,142.05
6781,2023-05-12,119.44
4951,2023-06-01,922.87
5793,2024-01-24,753.64
4942,2024-06-08,593.88
6906,2025-01-05,771.49
2978,2023-11-30,434.57
5067,2025-02-21,760.87
2784,2024-12-12,378.08
2241,2023-04-19,251.65
3554,2024-07-03,731.72
6579,2025-01-10,425.48
3013,2025-03-23,981.56
2187,2025-02-24,355.99
3882,2024-04-16,922.51
6587,2024-01-07,933.63
2431,2023-08-26,249.43
2239,2023-04-17,800.24
4346,2024-01-14,438.74
2076,2024-06-11,918.35
3357,2024-11-13,455.62
6923,2024-02-21,746.86
4331,2025-03-05,472.3
6687,2023-11-21,235.52
3903,2023-04-03,207.36
6014,2023-04-21,431.18
6671,2024-02-04,757.94
6988,2023-07-05,609.02
4060,2024-01-06,691.74
2141,2023-10-28,289.5
3790,2024-05-17,486.62
5627,2024-05-20,53.95
2017,2023-10-04,819.36
6349,2023-05-14,989.99
2465,2023-12-09,412.81
6472,2024-10-22,20.85
3828,2023-05-08,178.09
5029,2023-09-18,656.0
2520,2024-03-02,615.96
2090,2023-10-20,789.99
6816,2024-11-21,261.35
4852,2024-01-12,766.0
4844,2024-11-06,691.1
6726,2023-12-08,329.59
3885,2024-12-09,550.03
6172,2025-01-12,155.8
2926,2024-09-13,458.04
5735,2023-06-06,882.39
2970,2024-04-30,426.98
3095,2024-12-07,841.17
5196,2023-06-30,594.35
3405,2023-10-15,199.96
5365,2023-11-17,585.3
6291,2023-09-07,510.92
5983,2024-02-24,404.65
6324,2025-01-22,128.43
6014,2023-10-14,422.54
6557,2025-01-10,82.03
6714,2024-12-22,107.78
5093,2025-01-25,421.76
6160,2024-08-05,312.33
4075,2023-08-30,926.29
2285,2024-09-10,381.95
6934,2024-01-14,760.28
6927,2024-01-15,534.95
3188,2023-10-13,707.04
5970,2023-12-02,267.51
4966,2024-10-06,942.49
6320,2023-11-21,534.79
2784,2024-10-04,833.01
2950,2024-05-23,371.4
5940,2025-02-01,109.21
2045,2024-05-27,676.97
3811,2025-01-28,17.68
6567,2024-06-08,480.54
4082,2025-03-13,200.87
5499,2024-12-05,631.1
2830,2024-05-26,979.63
3910,2023-08-24,469.76
4582,2023-06-09,819.32
2692,2024-10-07,512.71
6020,2023-05-20,500.88
2932,2023-12-26,931.12
6937,2023-12-03,891.07
5407,2024-08-26,787.94
2148,2023-10-19,303.29
3033,2024-01-08,549.56
3312,2023-07-31,231.66
2388,2025-01-12,449.48
5122,2023-04-17,489.37
3874,2023-07-14,833.32
5589,2024-12-21,897.07
2916,2024-01-20,420.47
3879,2025-01-10,27.53
5749,2024-06-09,863.16
2278,2023-05-02,182.54
3978,2024-11-09,625.66
3860,2023-06-27,34.72
5037,2023-09-04,405.51
5372,2024-09-25,986.1
6714,2024-05-26,109.69
4183,2024-11-08,429.46
6676,2024-08-18,314.08
3171,2023-11-17,906.04
2490,2025-02-13,870.65
4526,2024-05-06,245.32
3183,2024-03-19,90.38
6480,2023-11-07,630.87
6259,2024-01-06,343.01
4489,2023-12-22,675.36
3877,2023-10-26,41.8
4463,2023-08-21,142.07
3631,2023-12-20,689.51
2288,2024-09-02,220.25
6283,2024-08-07,859.01
3908,2023-03-28,68.0
3162,2024-12-19,223.33
2130,2023-04-10,998.57
4364,2023-10-31,438.75
2144,2024-03-20,705.94
2016,2023-11-15,190.84
2245,2024-11-26,613.77
2927,2023-09-06,728.85
5179,2024-12-05,321.33
4177,2023-09-24,830.61
2887,2024-07-01,607.38
2341,2024-03-01,395.23
4052,2023-10-02,562.07
5399,2024-07-05,580.99
5951,2024-03-03,173.88
2306,2023-10-12,408.71
2908,2023-11-09,350.0
4655,2024-04-10,406.89
5793,2023-06-30,763.5
