Order_ID,Customer_ID,Order_Date,Product_Name,Category,Quantity,Unit_Price ($),Total_Amount ($)
14546,3418,2024-10-04,Vacuum Cleaner,Home & Kitchen,3,45.23,135.69
14547,5788,2023-10-03,Headphones,Electronics,4,473.44,1893.76
14548,3408,2024-11-07,Jeans,Clothing,3,222.04,666.12
14549,2594,2025-02-12,Lipstick,Beauty,4,191.72,766.88
14550,3038,2023-05-02,Perfume,Beauty,5,454.48,2272.4
14551,4129,2024-07-19,T-Shirt,Clothing,3,67.96,203.88
14552,5279,2024-05-05,Laptop,Electronics,4,29.24,116.96
14553,6300,2024-10-02,T-Shirt,Clothing,1,345.65,345.65
14554,2023,2024-02-06,Biography,Books,2,198.65,397.3
14555,3634,2024-08-29,Board Game,Toys,4,384.59,1538.36
14556,6002,2023-11-12,Jacket,Clothing,4,43.59,174.36
14557,6200,2024-06-04,T-Shirt,Clothing,4,198.04,792.16
14558,3406,2023-10-25,Board Game,Toys,3,125.31,375.93
14559,3479,2024-11-17,Microwave,Home & Kitchen,2,372.41,744.82
14560,3195,2024-01-10,Foundation,Beauty,3,121.31,363.93
14561,2576,2024-04-27,Perfume,Beauty,4,234.39,937.56
14562,3607,2024-05-03,Comics,Books,4,411.25,1645.0
14563,6370,2023-03-25,Board Game,Toys,2,458.54,917.08
14564,2452,2024-10-10,Comics,Books,1,364.08,364.08
14565,2125,2023-12-20,Cookware,Home & Kitchen,3,220.32,660.96
14566,5455,2023-10-13,Non-Fiction,Books,1,290.27,290.27
14567,4365,2023-06-14,Lego,Toys,4,347.95,1391.8
14568,3867,2024-01-24,Action Figure,Toys,4,438.72,1754.88
14569,3684,2024-04-14,Headphones,Electronics,5,445.4,2227.0
14570,2907,2024-08-05,Microwave,Home & Kitchen,5,466.18,2330.9
14571,5535,2025-01-10,Action Figure,Toys,1,407.25,407.25
14572,2430,2023-12-14,Board Game,Toys,5,81.93,409.65
14573,4752,2024-11-26,Cookware,Home & Kitchen,2,376.34,752.68
14574,5826,2023-03-27,Jeans,Clothing,1,409.15,409.15
14575,2362,2024-09-07,Jacket,Clothing,5,440.16,2200.8
14576,6892,2024-02-12,Headphones,Electronics,5,463.16,2315.8
14577,2432,2023-07-19,Lego,Toys,2,259.49,518.98
14578,4723,2023-05-19,Microwave,Home & Kitchen,2,331.0,662.0
14579,6955,2024-06-03,Vacuum Cleaner,Home & Kitchen,1,14.68,14.68
14580,5062,2023-07-23,Sneakers,Clothing,3,290.66,871.98
14581,5224,2024-11-07,Skincare Set,Beauty,2,241.87,483.74
14582,3631,2024-11-08,Foundation,Beauty,5,481.53,2407.65
14583,6672,2023-09-16,Lego,Toys,1,451.84,451.84
14584,6989,2023-03-27,T-Shirt,Clothing,3,400.83,1202.49
14585,2270,2023-08-06,Action Figure,Toys,1,37.93,37.93
14586,3124,2024-10-01,Comics,Books,5,206.99,1034.95
14587,5177,2025-01-27,Cookware,Home & Kitchen,3,351.06,1053.18
14588,5393,2024-01-03,Doll,Toys,3,24.53,73.59
14589,6534,2025-01-11,Tablet,Electronics,2,125.55,251.1
14590,3043,2025-01-04,Foundation,Beauty,4,444.88,1779.52
14591,3642,2024-12-08,Doll,Toys,5,73.59,367.95
14592,4442,2024-03-18,Non-Fiction,Books,4,35.17,140.68
14593,5298,2024-04-04,Microwave,Home & Kitchen,5,294.49,1472.45
14594,3384,2023-10-12,Comics,Books,1,473.77,473.77
14595,5997,2024-08-17,Action Figure,Toys,4,418.97,1675.88
14596,2015,2025-02-05,Cookware,Home & Kitchen,3,487.64,1462.92
14597,3675,2024-10-02,Cookware,Home & Kitchen,2,379.23,758.46
14598,5618,2024-04-07,Jacket,Clothing,5,224.31,1121.55
14599,3481,2023-11-05,T-Shirt,Clothing,2,473.84,947.68
14600,3746,2023-04-29,Laptop,Electronics,5,219.05,1095.25
14601,5047,2024-01-18,Tablet,Electronics,3,181.55,544.65
14602,6211,2023-04-10,Comics,Books,3,229.62,688.86
14603,2976,2024-01-24,Sneakers,Clothing,3,408.85,1226.55
14604,3686,2024-12-24,Microwave,Home & Kitchen,3,459.67,1379.01
14605,4084,2023-08-28,Jacket,Clothing,3,185.26,555.78
14606,4290,2025-02-08,Cookware,Home & Kitchen,2,236.5,473.0
14607,3687,2024-03-01,T-Shirt,Clothing,1,450.18,450.18
14608,6159,2025-02-26,Microwave,Home & Kitchen,4,33.05,132.2
14609,2509,2024-04-16,Comics,Books,2,394.1,788.2
14610,2188,2024-11-21,Jacket,Clothing,4,232.57,930.28
14611,4783,2024-06-01,Skincare Set,Beauty,1,194.49,194.49
14612,6189,2024-06-09,Skincare Set,Beauty,5,228.99,1144.95
14613,6101,2025-02-20,Vacuum Cleaner,Home & Kitchen,1,215.16,215.16
14614,5510,2023-11-20,Fiction,Books,1,380.74,380.74
14615,5518,2023-04-07,Microwave,Home & Kitchen,5,464.69,2323.45
14616,4073,2023-08-12,Comics,Books,4,250.81,1003.24
14617,2098,2024-12-23,Laptop,Electronics,3,418.04,1254.12
14618,3292,2023-12-13,Sneakers,Clothing,5,368.65,1843.25
14619,5465,2024-04-05,Non-Fiction,Books,5,172.03,860.15
14620,3788,2023-09-13,Vacuum Cleaner,Home & Kitchen,1,297.78,297.78
14621,2684,2024-08-12,Laptop,Electronics,5,336.74,1683.7
14622,3133,2024-08-05,Microwave,Home & Kitchen,2,21.51,43.02
14623,6123,2024-07-04,Foundation,Beauty,3,204.02,612.06
14624,5205,2024-11-22,Skincare Set,Beauty,1,496.39,496.39
14625,5124,2024-10-15,Jacket,Clothing,4,322.26,1289.04
14626,5837,2024-07-08,Lego,Toys,4,173.78,695.12
14627,6877,2023-06-30,Jeans,Clothing,4,132.51,530.04
14628,3615,2023-05-03,Tablet,Electronics,4,112.65,450.6
14629,3042,2024-05-16,Foundation,Beauty,4,206.8,827.2
14630,4866,2024-09-26,Comics,Books,1,104.7,104.7
14631,2855,2023-05-16,Perfume,Beauty,2,76.24,152.48
14632,4027,2024-11-10,Board Game,Toys,2,188.39,376.78
14633,3988,2025-03-04,T-Shirt,Clothing,4,307.43,1229.72
14634,4551,2023-08-08,Blender,Home & Kitchen,2,81.74,163.48
14635,2240,2024-08-01,Tablet,Electronics,3,31.73,95.19
14636,2490,2025-01-18,Action Figure,Toys,2,26.97,53.94
14637,5852,2024-06-03,Lipstick,Beauty,5,141.02,705.1
14638,3037,2024-06-04,Biography,Books,4,103.16,412.64
14639,3339,2024-09-13,Lego,Toys,5,274.24,1371.2
14640,6781,2023-10-18,Biography,Books,5,233.3,1166.5
14641,5270,2025-01-14,Fiction,Books,4,169.14,676.56
14642,4555,2023-11-24,Laptop,Electronics,1,418.44,418.44
14643,5501,2024-04-04,Biography,Books,2,257.42,514.84
14644,5863,2024-11-01,Comics,Books,3,54.85,164.55
14645,3768,2024-06-30,Foundation,Beauty,1,154.92,154.92
14646,6709,2024-07-22,Laptop,Electronics,3,486.94,1460.82
14647,2162,2024-01-08,Vacuum Cleaner,Home & Kitchen,4,488.72,1954.88
14648,2656,2024-06-23,Vacuum Cleaner,Home & Kitchen,2,134.79,269.58
14649,5007,2025-01-07,Comics,Books,1,91.95,91.95
14650,6717,2023-11-16,Board Game,Toys,4,252.89,1011.56
14651,5507,2023-07-04,Jeans,Clothing,1,245.92,245.92
14652,3257,2024-10-12,Smartphone,Electronics,5,210.97,1054.85
14653,4159,2025-01-20,Jacket,Clothing,2,269.39,538.78
14654,3952,2025-02-09,Headphones,Electronics,2,123.78,247.56
14655,2750,2023-04-20,Tablet,Electronics,4,66.32,265.28
14656,2709,2024-02-13,Perfume,Beauty,4,289.53,1158.12
14657,3622,2023-04-18,Biography,Books,4,466.97,1867.88
14658,6137,2024-01-05,Perfume,Beauty,2,77.5,155.0
14659,6656,2023-08-03,Lego,Toys,5,355.36,1776.8
14660,2466,2023-10-02,Jeans,Clothing,2,224.57,449.14
14661,5996,2023-06-17,T-Shirt,Clothing,4,154.05,616.2
14662,3101,2024-03-02,Microwave,Home & Kitchen,3,428.02,1284.06
14663,3714,2024-11-15,Board Game,Toys,5,233.68,1168.4
14664,6586,2025-03-18,Board Game,Toys,2,295.82,591.64
14665,2117,2023-08-11,Perfume,Beauty,3,227.1,681.3
14666,4482,2023-07-10,Lipstick,Beauty,5,49.81,249.05
14667,2196,2024-04-08,Action Figure,Toys,2,301.5,603.0
14668,6715,2024-04-13,Lipstick,Beauty,4,215.23,860.92
14669,3475,2024-11-10,Cookware,Home & Kitchen,2,52.51,105.02
14670,4473,2023-08-29,Skincare Set,Beauty,5,301.95,1509.75
14671,6130,2023-06-30,Skincare Set,Beauty,4,14.84,59.36
14672,5055,2025-01-24,Action Figure,Toys,1,112.17,112.17
14673,3275,2024-03-17,Lego,Toys,3,392.72,1178.16
14674,5710,2023-05-21,Skincare Set,Beauty,4,28.58,114.32
14675,2339,2024-05-03,Lipstick,Beauty,4,326.87,1307.48
14676,5512,2023-08-21,Lego,Toys,5,475.36,2376.8
14677,6276,2023-08-20,Sneakers,Clothing,5,93.88,469.4
14678,6718,2023-08-25,Non-Fiction,Books,3,214.38,643.14
14679,5300,2023-06-02,Jacket,Clothing,5,291.99,1459.95
14680,3657,2023-04-13,Skincare Set,Beauty,4,230.7,922.8
14681,2643,2023-08-02,Smartphone,Electronics,3,313.99,941.97
14682,3681,2024-03-29,Tablet,Electronics,3,208.01,624.03
14683,3351,2023-06-14,Blender,Home & Kitchen,2,82.77,165.54
14684,2619,2023-06-22,Sneakers,Clothing,4,53.63,214.52
14685,3170,2023-04-04,Lego,Toys,4,374.78,1499.12
14686,2252,2024-04-03,Blender,Home & Kitchen,5,126.93,634.65
14687,2302,2024-02-21,Blender,Home & Kitchen,4,425.25,1701.0
14688,5142,2024-04-24,Laptop,Electronics,5,374.08,1870.4
14689,3567,2023-09-16,Jacket,Clothing,4,34.23,136.92
14690,5165,2024-06-25,Fiction,Books,2,108.59,217.18
14691,5958,2023-12-18,Doll,Toys,4,153.08,612.32
14692,4211,2025-03-05,Jeans,Clothing,2,301.3,602.6
14693,5153,2023-11-14,Cookware,Home & Kitchen,4,406.82,1627.28
14694,5660,2023-06-17,Perfume,Beauty,4,39.56,158.24
14695,2612,2023-05-23,Vacuum Cleaner,Home & Kitchen,1,132.31,132.31
14696,3944,2024-06-24,T-Shirt,Clothing,4,194.34,777.36
14697,2074,2024-08-30,Laptop,Electronics,2,99.85,199.7
14698,4874,2024-01-10,Sneakers,Clothing,3,277.19,831.57
14699,6638,2023-05-27,Non-Fiction,Books,2,244.22,488.44
14700,2157,2023-12-19,Action Figure,Toys,4,165.08,660.32
14701,5559,2023-11-27,Action Figure,Toys,5,263.27,1316.35
14702,2256,2024-01-06,Lipstick,Beauty,1,184.35,184.35
14703,5111,2023-04-15,Foundation,Beauty,5,178.17,890.85
14704,3052,2025-01-24,Cookware,Home & Kitchen,1,140.04,140.04
14705,4418,2024-04-03,Jeans,Clothing,1,274.81,274.81
14706,4257,2024-07-19,Board Game,Toys,5,227.62,1138.1
14707,4635,2024-10-08,Tablet,Electronics,4,106.2,424.8
14708,4897,2023-07-06,Fiction,Books,2,16.35,32.7
14709,3892,2023-05-01,Microwave,Home & Kitchen,5,83.96,419.8
14710,5684,2024-04-26,Jacket,Clothing,3,30.99,92.97
14711,6412,2024-08-07,Laptop,Electronics,1,221.48,221.48
14712,5465,2024-12-19,Jacket,Clothing,2,120.3,240.6
14713,4492,2024-04-20,Headphones,Electronics,3,216.02,648.06
14714,5740,2024-01-09,Jeans,Clothing,2,171.43,342.86
14715,3776,2024-10-21,Jacket,Clothing,4,273.63,1094.52
14716,5937,2023-11-11,Board Game,Toys,3,364.69,1094.07
14717,3971,2023-12-27,Microwave,Home & Kitchen,5,244.86,1224.3
14718,5720,2024-09-08,Jacket,Clothing,2,40.36,80.72
14719,5954,2023-12-15,Sneakers,Clothing,5,18.58,92.9
14720,4493,2023-10-08,Cookware,Home & Kitchen,5,114.48,572.4
14721,6666,2023-08-05,Vacuum Cleaner,Home & Kitchen,2,218.23,436.46
14722,2649,2023-06-14,Lipstick,Beauty,2,32.0,64.0
14723,3641,2025-01-13,Perfume,Beauty,1,170.59,170.59
14724,6435,2023-07-20,Doll,Toys,1,444.64,444.64
14725,2529,2024-05-15,Cookware,Home & Kitchen,3,54.11,162.33
14726,4102,2023-09-24,Comics,Books,3,474.77,1424.31
14727,2419,2024-09-21,Doll,Toys,3,429.77,1289.31
14728,4353,2024-01-02,Tablet,Electronics,1,417.57,417.57
14729,5510,2024-10-18,Vacuum Cleaner,Home & Kitchen,5,433.19,2165.95
14730,2085,2024-02-05,Skincare Set,Beauty,4,49.22,196.88
14731,4300,2024-02-24,Sneakers,Clothing,4,84.07,336.28
14732,3752,2024-12-06,Cookware,Home & Kitchen,2,75.84,151.68
14733,6222,2023-08-18,Cookware,Home & Kitchen,1,64.51,64.51
14734,4658,2025-02-26,Foundation,Beauty,2,170.58,341.16
14735,5976,2024-01-03,Skincare Set,Beauty,4,416.81,1667.24
14736,4352,2024-07-17,Non-Fiction,Books,2,133.46,266.92
14737,5100,2024-07-28,Board Game,Toys,1,129.67,129.67
14738,3290,2024-09-29,Perfume,Beauty,1,341.19,341.19
14739,5124,2025-02-22,Lipstick,Beauty,1,57.49,57.49
14740,4703,2024-08-12,Foundation,Beauty,4,186.54,746.16
14741,2644,2024-02-25,Action Figure,Toys,1,154.76,154.76
14742,4906,2023-06-14,Jacket,Clothing,3,425.18,1275.54
14743,6068,2023-04-23,Blender,Home & Kitchen,3,262.11,786.33
14744,6064,2023-11-27,Vacuum Cleaner,Home & Kitchen,1,326.77,326.77
14745,6670,2023-11-20,Lipstick,Beauty,3,73.23,219.69
14746,4923,2023-11-04,Lego,Toys,1,465.17,465.17
14747,4022,2025-01-16,Non-Fiction,Books,4,168.0,672.0
14748,5625,2023-08-11,Skincare Set,Beauty,3,356.35,1069.05
14749,4871,2024-10-05,Board Game,Toys,4,477.77,1911.08
14750,5119,2024-05-06,Doll,Toys,3,259.24,777.72
14751,2137,2024-02-09,Comics,Books,5,258.69,1293.45
14752,6226,2024-08-14,Board Game,Toys,5,67.45,337.25
14753,3219,2023-04-09,Microwave,Home & Kitchen,4,201.24,804.96
14754,3018,2023-12-05,Comics,Books,3,427.71,1283.13
14755,5701,2023-08-25,Fiction,Books,5,76.2,381.0
14756,6528,2023-07-18,Laptop,Electronics,1,459.58,459.58
14757,5141,2025-02-02,Fiction,Books,2,336.98,673.96
14758,5530,2024-10-21,Biography,Books,5,216.27,1081.35
14759,4588,2023-05-07,T-Shirt,Clothing,5,277.78,1388.9
14760,4383,2024-06-25,Microwave,Home & Kitchen,1,83.74,83.74
14761,4606,2024-09-07,Skincare Set,Beauty,5,116.57,582.85
14762,5088,2025-03-08,Laptop,Electronics,5,150.34,751.7
14763,5528,2023-07-01,Non-Fiction,Books,5,198.57,992.85
14764,4558,2024-04-24,Jacket,Clothing,3,458.61,1375.83
14765,2209,2024-09-27,Jacket,Clothing,5,190.11,950.55
14766,5811,2023-12-24,Board Game,Toys,2,266.68,533.36
14767,6154,2024-11-18,Lipstick,Beauty,3,89.39,268.17
14768,4008,2023-11-26,Perfume,Beauty,3,370.63,1111.89
14769,4864,2024-06-22,Cookware,Home & Kitchen,4,284.54,1138.16
14770,5377,2024-02-06,Doll,Toys,5,225.55,1127.75
14771,3369,2024-08-07,Comics,Books,2,474.12,948.24
14772,5801,2024-12-10,Sneakers,Clothing,2,446.42,892.84
14773,3038,2025-01-08,Laptop,Electronics,4,333.16,1332.64
14774,6473,2025-02-06,Microwave,Home & Kitchen,2,461.69,923.38
14775,4291,2024-05-01,Fiction,Books,3,286.74,860.22
14776,2993,2023-08-14,Doll,Toys,1,415.2,415.2
14777,4939,2024-04-20,Foundation,Beauty,3,210.64,631.92
14778,6511,2025-02-15,Action Figure,Toys,1,52.5,52.5
14779,2394,2023-07-08,Biography,Books,2,497.13,994.26
14780,5687,2025-02-24,Doll,Toys,5,91.16,455.8
14781,6825,2024-12-11,Lipstick,Beauty,1,133.24,133.24
14782,2358,2024-09-04,Comics,Books,3,89.92,269.76
14783,6005,2024-05-10,Laptop,Electronics,3,175.36,526.08
14784,3182,2023-10-27,Microwave,Home & Kitchen,3,151.75,455.25
14785,4066,2023-10-27,Board Game,Toys,3,304.54,913.62
14786,5903,2023-10-15,Lipstick,Beauty,4,498.27,1993.08
14787,5419,2023-04-27,Smartphone,Electronics,2,35.73,71.46
14788,5130,2024-01-23,Sneakers,Clothing,5,391.44,1957.2
14789,2155,2023-07-14,Laptop,Electronics,4,72.72,290.88
14790,5559,2024-07-11,Laptop,Electronics,2,19.72,39.44
14791,3555,2023-10-07,Headphones,Electronics,1,322.9,322.9
14792,2487,2023-12-21,Perfume,Beauty,4,437.92,1751.68
14793,3383,2024-11-02,T-Shirt,Clothing,4,96.39,385.56
14794,4416,2024-07-31,Blender,Home & Kitchen,4,177.39,709.56
14795,3071,2023-08-30,Smartphone,Electronics,4,92.69,370.76
14796,4255,2023-06-08,Foundation,Beauty,1,454.19,454.19
14797,3507,2023-12-08,Skincare Set,Beauty,3,142.48,427.44
14798,3876,2023-10-15,Vacuum Cleaner,Home & Kitchen,4,227.91,911.64
14799,4191,2024-02-20,Comics,Books,2,448.42,896.84
14800,3071,2024-09-19,T-Shirt,Clothing,3,280.91,842.73
14801,2191,2024-04-04,Jacket,Clothing,1,467.1,467.1
14802,2140,2023-07-13,Lego,Toys,5,463.96,2319.8
14803,6711,2024-03-10,Laptop,Electronics,1,236.18,236.18
14804,6011,2023-11-10,Fiction,Books,5,295.37,1476.85
14805,5412,2024-05-05,Sneakers,Clothing,2,122.85,245.7
14806,4973,2024-11-03,Board Game,Toys,5,495.36,2476.8
14807,3515,2024-02-10,Laptop,Electronics,4,146.38,585.52
14808,5121,2024-03-19,Biography,Books,3,393.82,1181.46
14809,5971,2023-10-31,Foundation,Beauty,3,163.35,490.05
14810,6720,2023-10-14,Smartphone,Electronics,4,163.39,653.56
14811,5525,2025-01-17,Fiction,Books,3,60.89,182.67
14812,3346,2024-02-06,Blender,Home & Kitchen,1,284.35,284.35
14813,6183,2024-10-10,Jeans,Clothing,4,129.97,519.88
14814,3918,2024-01-26,Tablet,Electronics,4,82.71,330.84
14815,6378,2023-05-24,Action Figure,Toys,3,121.07,363.21
14816,5911,2024-02-15,Skincare Set,Beauty,5,133.04,665.2
14817,2453,2023-11-08,Lego,Toys,2,257.0,514.0
14818,6143,2025-01-24,Headphones,Electronics,5,199.1,995.5
14819,3612,2023-11-05,Jeans,Clothing,1,46.99,46.99
14820,5168,2024-11-06,Sneakers,Clothing,4,272.65,1090.6
14821,4079,2024-03-06,Comics,Books,4,396.0,1584.0
14822,4582,2024-09-14,Doll,Toys,1,291.38,291.38
14823,4065,2024-10-09,Action Figure,Toys,2,487.52,975.04
14824,3259,2024-08-11,Foundation,Beauty,4,58.58,234.32
14825,6488,2025-01-03,Fiction,Books,5,412.36,2061.8
14826,2354,2023-10-02,Perfume,Beauty,1,257.79,257.79
14827,6401,2024-03-15,Headphones,Electronics,4,265.58,1062.32
14828,5637,2024-09-03,Smartphone,Electronics,5,264.36,1321.8
14829,3564,2024-11-12,Board Game,Toys,1,169.41,169.41
14830,2712,2024-02-15,Comics,Books,1,169.03,169.03
14831,5503,2023-03-26,Blender,Home & Kitchen,1,319.6,319.6
14832,4733,2023-11-22,Sneakers,Clothing,2,31.93,63.86
14833,6882,2025-01-18,Fiction,Books,1,298.51,298.51
14834,2857,2023-07-12,Fiction,Books,3,365.05,1095.15
14835,6273,2024-12-12,Smartphone,Electronics,3,184.6,553.8
14836,3430,2024-07-02,Jacket,Clothing,1,116.5,116.5
14837,4493,2024-12-16,Non-Fiction,Books,4,114.56,458.24
14838,5199,2023-10-16,Smartphone,Electronics,3,50.1,150.3
14839,5421,2024-10-27,Laptop,Electronics,5,53.96,269.8
14840,4069,2024-02-14,Action Figure,Toys,5,91.68,458.4
14841,6807,2024-07-26,Lego,Toys,4,19.39,77.56
14842,5492,2023-10-21,Comics,Books,5,140.46,702.3
14843,2152,2023-04-06,Biography,Books,4,160.14,640.56
14844,5232,2023-07-19,Headphones,Electronics,5,497.66,2488.3
14845,4907,2023-05-27,Doll,Toys,1,495.93,495.93
14846,5552,2023-12-26,Comics,Books,5,101.65,508.25
14847,3467,2024-06-17,Jeans,Clothing,1,114.39,114.39
14848,6192,2024-05-19,Smartphone,Electronics,5,251.03,1255.15
14849,5424,2024-08-31,Smartphone,Electronics,5,82.9,414.5
14850,6058,2024-08-13,Fiction,Books,5,256.98,1284.9
14851,4926,2024-02-19,Comics,Books,1,205.7,205.7
14852,5666,2023-04-15,Non-Fiction,Books,5,169.07,845.35
14853,6736,2024-05-22,Jeans,Clothing,5,413.08,2065.4
14854,5431,2024-07-06,Tablet,Electronics,2,415.78,831.56
14855,3157,2023-04-05,Vacuum Cleaner,Home & Kitchen,1,494.07,494.07
14856,6208,2024-01-09,T-Shirt,Clothing,3,119.31,357.93
14857,5409,2023-04-27,Sneakers,Clothing,4,445.26,1781.04
14858,3162,2023-12-25,Action Figure,Toys,2,273.54,547.08
14859,3260,2024-11-03,Tablet,Electronics,5,299.82,1499.1
14860,6091,2024-09-29,Blender,Home & Kitchen,3,449.18,1347.54
14861,4842,2023-06-07,Tablet,Electronics,3,471.89,1415.67
14862,5203,2024-04-20,Jeans,Clothing,5,366.14,1830.7
14863,4982,2024-05-08,Biography,Books,5,180.44,902.2
14864,5555,2023-10-02,Laptop,Electronics,2,249.94,499.88
14865,5473,2024-08-15,Laptop,Electronics,1,311.38,311.38
14866,3225,2025-02-05,Comics,Books,2,416.03,832.06
14867,6388,2023-04-19,Vacuum Cleaner,Home & Kitchen,1,332.39,332.39
14868,4390,2024-11-17,Microwave,Home & Kitchen,3,189.07,567.21
14869,3015,2023-12-16,Headphones,Electronics,4,214.76,859.04
14870,6681,2023-07-30,Biography,Books,5,34.71,173.55
14871,4027,2023-11-02,Lego,Toys,2,462.89,925.78
14872,5714,2023-11-03,Smartphone,Electronics,3,53.18,159.54
14873,3493,2024-05-23,Comics,Books,2,294.17,588.34
14874,6123,2024-02-26,Jacket,Clothing,1,437.11,437.11
14875,3701,2023-10-05,Board Game,Toys,5,216.22,1081.1
14876,2455,2023-06-22,Fiction,Books,1,402.06,402.06
14877,2918,2025-01-05,Headphones,Electronics,1,403.87,403.87
14878,2014,2024-03-03,Foundation,Beauty,1,39.32,39.32
14879,6375,2023-12-24,Blender,Home & Kitchen,3,211.95,635.85
14880,2490,2024-08-09,Smartphone,Electronics,5,348.6,1743.0
14881,2985,2024-09-05,Comics,Books,4,216.95,867.8
14882,2961,2024-09-13,Action Figure,Toys,2,277.13,554.26
14883,3783,2023-09-20,Lego,Toys,1,301.28,301.28
14884,3870,2023-10-19,Comics,Books,5,84.1,420.5
14885,5305,2023-10-16,Vacuum Cleaner,Home & Kitchen,2,211.87,423.74
14886,4645,2023-10-07,Smartphone,Electronics,5,23.95,119.75
14887,6346,2024-07-19,Lego,Toys,2,83.32,166.64
14888,6836,2023-12-17,Action Figure,Toys,5,261.0,1305.0
14889,5669,2024-04-16,Lipstick,Beauty,4,291.06,1164.24
14890,6402,2023-12-14,Sneakers,Clothing,5,81.65,408.25
14891,3826,2024-08-14,Skincare Set,Beauty,5,380.25,1901.25
14892,5308,2024-10-06,Jacket,Clothing,1,192.76,192.76
14893,5363,2024-04-02,Lego,Toys,1,461.12,461.12
14894,5111,2023-11-26,Jeans,Clothing,1,199.95,199.95
14895,4766,2024-11-08,Smartphone,Electronics,5,83.41,417.05
14896,6279,2023-04-09,Lego,Toys,4,381.41,1525.64
14897,5771,2023-12-02,Action Figure,Toys,2,288.22,576.44
14898,4693,2024-09-22,Jacket,Clothing,1,199.48,199.48
14899,2030,2024-03-04,Biography,Books,3,184.42,553.26
14900,2767,2024-10-27,Sneakers,Clothing,5,83.88,419.4
14901,2615,2023-04-13,Jeans,Clothing,4,177.01,708.04
14902,3005,2025-03-17,Cookware,Home & Kitchen,4,24.38,97.52
14903,4122,2023-10-01,Microwave,Home & Kitchen,1,256.18,256.18
14904,5127,2023-04-08,Laptop,Electronics,1,449.39,449.39
14905,5010,2024-09-05,Laptop,Electronics,3,399.71,1199.13
14906,5820,2023-11-24,Comics,Books,3,23.98,71.94
14907,2024,2024-11-29,Blender,Home & Kitchen,1,441.82,441.82
14908,6060,2023-11-19,Perfume,Beauty,2,231.64,463.28
14909,5094,2023-07-24,Tablet,Electronics,1,103.54,103.54
14910,4911,2024-01-11,Headphones,Electronics,1,378.68,378.68
14911,3971,2023-12-23,Vacuum Cleaner,Home & Kitchen,4,168.21,672.84
14912,3539,2025-03-13,Microwave,Home & Kitchen,1,134.13,134.13
14913,5142,2024-01-02,Comics,Books,1,89.05,89.05
14914,6768,2024-06-26,Cookware,Home & Kitchen,1,248.44,248.44
14915,5970,2023-11-10,Jacket,Clothing,2,55.76,111.52
14916,4925,2023-05-28,Board Game,Toys,4,394.95,1579.8
14917,2571,2025-02-17,Perfume,Beauty,5,240.63,1203.15
14918,6860,2024-07-21,Action Figure,Toys,5,229.02,1145.1
14919,3243,2023-07-27,Jeans,Clothing,5,10.91,54.55
14920,2713,2024-12-01,Sneakers,Clothing,5,410.75,2053.75
14921,6863,2024-02-14,Doll,Toys,4,251.49,1005.96
14922,3294,2024-05-07,T-Shirt,Clothing,1,225.55,225.55
14923,4867,2024-02-25,Laptop,Electronics,5,383.08,1915.4
14924,3675,2024-05-15,Lego,Toys,1,40.82,40.82
14925,5664,2025-02-24,Jacket,Clothing,5,189.67,948.35
14926,3360,2023-09-03,Tablet,Electronics,2,292.11,584.22
14927,2636,2023-12-30,Blender,Home & Kitchen,1,235.68,235.68
14928,3210,2023-07-21,Foundation,Beauty,4,99.0,396.0
14929,4613,2024-10-23,Skincare Set,Beauty,2,156.65,313.3
14930,3298,2024-09-28,Sneakers,Clothing,2,157.1,314.2
14931,2358,2025-01-14,Foundation,Beauty,4,496.07,1984.28
14932,2241,2025-01-21,Laptop,Electronics,2,169.84,339.68
14933,4605,2023-07-28,Blender,Home & Kitchen,1,110.54,110.54
14934,6065,2024-04-08,Jacket,Clothing,3,413.09,1239.27
14935,3827,2024-08-29,Biography,Books,3,216.37,649.11
14936,5559,2024-04-18,Board Game,Toys,5,227.49,1137.45
14937,5861,2024-12-22,Foundation,Beauty,5,278.96,1394.8
14938,6252,2025-02-21,Foundation,Beauty,1,301.89,301.89
14939,6448,2024-01-19,Jeans,Clothing,4,299.37,1197.48
14940,6140,2023-12-30,Doll,Toys,1,26.9,26.9
14941,2138,2025-02-27,Lego,Toys,5,411.23,2056.15
14942,5735,2023-07-05,Skincare Set,Beauty,2,105.48,210.96
14943,3968,2025-03-08,Perfume,Beauty,1,153.25,153.25
14944,6850,2023-06-25,Biography,Books,1,94.98,94.98
14945,2143,2024-04-11,Board Game,Toys,4,385.87,1543.48
14946,5634,2024-06-22,Tablet,Electronics,5,295.99,1479.95
14947,4560,2024-04-28,Jeans,Clothing,1,380.1,380.1
14948,6158,2023-12-18,T-Shirt,Clothing,2,330.17,660.34
14949,4020,2024-02-16,Comics,Books,2,61.04,122.08
14950,4850,2023-09-19,Comics,Books,3,157.73,473.19
14951,3193,2024-03-19,Tablet,Electronics,5,258.56,1292.8
14952,4314,2024-03-31,Cookware,Home & Kitchen,2,159.42,318.84
14953,4356,2024-01-17,T-Shirt,Clothing,4,111.58,446.32
14954,4507,2025-01-25,Lego,Toys,5,436.21,2181.05
14955,2334,2023-06-17,Perfume,Beauty,2,376.41,752.82
14956,4563,2023-08-30,Smartphone,Electronics,1,179.16,179.16
14957,4721,2023-10-02,Sneakers,Clothing,5,384.86,1924.3
