transaction_id,customer_id,product_category,product_name,quantity,unit_price,total_price,discount_applied,purchase_date,payment_method,final_price,purchase_year,purchase_month,purchase_type,price_category,transaction_flag
12219,2318,Books,Biography,1,338.33,338.33,0.1,2024-09-10,bank_transfer,304.497,2024,September,single item,High,High Value
12220,2349,Clothing,T-Shirt,7,300.09,2100.63,0.05,2024-05-19,credit_card,1995.5985,2024,May,bulk,High,High Value
12221,2115,Books,Non-Fiction,8,150.76,1206.08,0.1,2023-08-06,paypal,1085.472,2023,August,bulk,High,High Value
12222,2698,Clothing,T-Shirt,3,11.76,35.28,0.1,2024-03-22,credit_card,31.752000000000002,2024,March,single item,Low,Normal Txn
12223,2323,Books,Biography,3,43.44,130.32,0.1,2024-11-26,credit_card,117.288,2024,November,single item,Medium,High Value
12224,2568,Books,Non-Fiction,7,198.89,1392.23,0.15,2024-12-18,credit_card,1183.3955,2024,December,bulk,High,High Value
12225,2040,Beauty,Perfume,4,81.22,324.88,0.0,2023-11-08,paypal,324.88,2023,November,single item,Medium,High Value
12226,2866,Books,Comics,3,191.53,574.59,0.0,2023-10-29,paypal,574.59,2023,October,single item,High,High Value
12227,2040,Home & kitchen,Blender,8,315.95,2527.6,0.0,2024-09-09,credit_card,2527.6,2024,September,bulk,High,High Value
12228,2859,Books,Biography,3,275.88,827.64,0.0,2023-02-07,credit_card,827.64,2023,February,single item,High,High Value
12229,2973,Clothing,Sneakers,7,119.43,836.01,0.1,2023-07-07,paypal,752.409,2023,July,bulk,High,High Value
12230,2749,Books,Non-Fiction,2,175.19,350.38,0.15,2024-06-10,bank_transfer,297.823,2024,June,single item,High,High Value
12231,2289,Electronics,Laptop,1,308.95,308.95,0.15,2025-02-21,credit_card,262.60749999999996,2025,February,single item,High,High Value
12232,2262,Toys,Board Game,6,431.12,2586.7200000000003,0.1,2023-06-13,paypal,2328.0480000000002,2023,June,bulk,High,High Value
12233,2216,Clothing,Jeans,8,377.84,3022.72,0.15,2024-04-19,bank_transfer,2569.312,2024,April,bulk,High,High Value
12234,2147,Electronics,Smartphone,1,278.93,278.93,0.05,2024-04-07,credit_card,264.9835,2024,April,single item,High,High Value
12235,2336,Clothing,Jacket,10,184.34,1843.4,0.0,2023-06-28,bank_transfer,1843.4,2023,June,bulk,High,High Value
12236,2168,Home & kitchen,Vacuum Cleaner,9,185.7,1671.3,0.15,2023-08-28,credit_card,1420.605,2023,August,bulk,High,High Value
12237,2092,Toys,Action Figure,3,440.31,1320.93,0.0,2023-04-25,credit_card,1320.93,2023,April,single item,High,High Value
12238,2353,Toys,Lego,3,24.43,73.28999999999999,0.1,2024-05-02,bank_transfer,65.961,2024,May,single item,Medium,Normal Txn
12239,2571,Home & kitchen,Vacuum Cleaner,4,494.05,1976.2,0.1,2024-06-03,credit_card,1778.5800000000002,2024,June,single item,High,High Value
12240,2571,Toys,Board Game,1,333.87,333.87,0.0,2025-10-02,bank_transfer,333.87,2025,October,single item,High,High Value
12241,2816,Home & kitchen,Vacuum Cleaner,9,342.16,3079.44,0.1,2024-08-19,bank_transfer,2771.496,2024,August,bulk,High,High Value
12242,2681,Electronics,Smartphone,3,23.81,71.42999999999999,0.05,2025-02-05,credit_card,67.85849999999999,2025,February,single item,Medium,Normal Txn
12243,2781,Beauty,Lipstick,10,304.74,3047.4,0.15,2024-07-21,bank_transfer,2590.29,2024,July,bulk,High,High Value
12244,2363,Clothing,T-Shirt,4,244.97,979.88,0.0,2024-04-10,paypal,979.88,2024,April,single item,High,High Value
12245,2557,Home & kitchen,Cookware,1,57.36,57.36,0.1,2023-11-04,credit_card,51.624,2023,November,single item,Medium,Normal Txn
12246,2345,Clothing,Jacket,4,142.57,570.28,0.1,2023-10-13,paypal,513.252,2023,October,single item,High,High Value
12247,2693,Electronics,Smartphone,1,445.71,445.71,0.05,2023-06-10,paypal,423.42449999999997,2023,June,single item,High,High Value
12248,2170,Beauty,Skincare Set,5,277.24,1386.2,0.05,2023-04-23,paypal,1316.8899999999999,2023,April,single item,High,High Value
12249,2356,Electronics,Smartphone,5,209.64,1048.1999999999998,0.05,2024-05-23,credit_card,995.7899999999997,2024,May,single item,High,High Value
12250,2191,Toys,Lego,7,40.98,286.86,0.0,2023-06-16,bank_transfer,286.86,2023,June,bulk,Medium,High Value
12251,2667,Clothing,Jeans,8,358.49,2867.92,0.15,2024-07-03,credit_card,2437.732,2024,July,bulk,High,High Value
12252,2422,Beauty,Perfume,4,352.91,1411.64,0.0,2023-10-04,credit_card,1411.64,2023,October,single item,High,High Value
12253,2700,Toys,Board Game,7,308.95,2162.65,0.1,2024-01-17,paypal,1946.3850000000002,2024,January,bulk,High,High Value
12254,2007,Beauty,Foundation,4,257.58,1030.32,0.15,2024-07-18,credit_card,875.7719999999999,2024,July,single item,High,High Value
12255,2133,Toys,Lego,3,219.72,659.16,0.0,2025-01-05,credit_card,659.16,2025,January,single item,High,High Value
12256,2747,Electronics,Tablet,6,298.67,1792.02,0.15,2024-01-23,paypal,1523.2169999999999,2024,January,bulk,High,High Value
12257,2557,Home & kitchen,Vacuum Cleaner,4,120.53,482.12,0.1,2024-07-11,bank_transfer,433.908,2024,July,single item,High,High Value
12258,2826,Clothing,Jacket,3,470.92,1412.76,0.0,2024-12-08,paypal,1412.76,2024,December,single item,High,High Value
12259,2761,Books,Non-Fiction,9,296.45,2668.05,0.05,2023-12-15,paypal,2534.6475,2023,December,bulk,High,High Value
12260,2031,Books,Fiction,5,159.04,795.1999999999999,0.0,2024-03-24,paypal,795.1999999999999,2024,March,single item,High,High Value
12261,2535,Electronics,Headphones,7,227.59,1593.13,0.1,2023-05-17,credit_card,1433.8170000000002,2023,May,bulk,High,High Value
12262,2426,Clothing,T-Shirt,6,403.81,2422.86,0.15,2024-06-14,credit_card,2059.431,2024,June,bulk,High,High Value
12263,2394,Clothing,Jeans,10,85.0,850.0,0.0,2023-11-19,bank_transfer,850.0,2023,November,bulk,Medium,High Value
12264,2672,Electronics,Laptop,5,149.95,749.75,0.05,2025-11-03,bank_transfer,712.2624999999999,2025,November,single item,High,High Value
12265,2363,Clothing,Sneakers,7,341.36,2389.52,0.1,2024-06-11,bank_transfer,2150.568,2024,June,bulk,High,High Value
12266,2437,Home & kitchen,Cookware,6,161.17,967.02,0.1,2023-06-05,paypal,870.318,2023,June,bulk,High,High Value
12267,2670,Electronics,Smartphone,10,397.29,3972.9,0.1,2023-05-04,bank_transfer,3575.61,2023,May,bulk,High,High Value
12268,2551,Home & kitchen,Microwave,2,69.57,139.14,0.05,2023-05-08,bank_transfer,132.183,2023,May,single item,Medium,High Value
12269,2927,Clothing,Sneakers,3,382.53,1147.59,0.15,2023-10-11,credit_card,975.4514999999999,2023,October,single item,High,High Value
12270,2082,Electronics,Tablet,2,38.83,77.66,0.1,2023-10-25,credit_card,69.894,2023,October,single item,Medium,Normal Txn
12271,2356,Clothing,T-Shirt,3,11.23,33.69,0.1,2024-12-06,credit_card,30.320999999999998,2024,December,single item,Low,Normal Txn
12272,2258,Electronics,Laptop,1,449.62,449.62,0.05,2023-09-24,credit_card,427.139,2023,September,single item,High,High Value
12273,2718,Clothing,Jeans,8,292.76,2342.08,0.05,2023-10-31,paypal,2224.9759999999997,2023,October,bulk,High,High Value
12274,2589,Home & kitchen,Cookware,6,179.15,1074.9,0.15,2024-06-14,bank_transfer,913.6650000000001,2024,June,bulk,High,High Value
12275,2989,Home & kitchen,Microwave,2,120.13,240.26,0.15,2023-12-19,paypal,204.22099999999998,2023,December,single item,High,High Value
12276,2524,Clothing,Jacket,8,310.36,2482.88,0.0,2023-05-14,bank_transfer,2482.88,2023,May,bulk,High,High Value
12277,2295,Electronics,Tablet,6,256.96,1541.7599999999998,0.1,2024-03-07,bank_transfer,1387.5839999999998,2024,March,bulk,High,High Value
12278,2962,Books,Fiction,7,495.84,3470.88,0.05,2023-05-31,bank_transfer,3297.336,2023,May,bulk,High,High Value
12279,2224,Home & kitchen,Vacuum Cleaner,1,491.69,491.69,0.05,2023-09-02,bank_transfer,467.10549999999995,2023,September,single item,High,High Value
12280,2525,Home & kitchen,Blender,7,319.34,2235.38,0.1,2024-05-24,bank_transfer,2011.842,2024,May,bulk,High,High Value
12281,2046,Toys,Action Figure,3,224.22,672.66,0.05,2024-02-29,paypal,639.0269999999999,2024,February,single item,High,High Value
12282,2667,Books,Comics,8,248.11,1984.88,0.0,2024-07-27,paypal,1984.88,2024,July,bulk,High,High Value
12283,2113,Clothing,Jeans,6,342.83,2056.98,0.1,2024-02-12,bank_transfer,1851.2820000000002,2024,February,bulk,High,High Value
12284,2233,Electronics,Headphones,4,55.28,221.12,0.1,2023-08-14,credit_card,199.008,2023,August,single item,Medium,High Value
12285,2017,Toys,Lego,8,167.53,1340.24,0.15,2024-03-26,credit_card,1139.204,2024,March,bulk,High,High Value
12286,2360,Clothing,Jacket,9,42.26,380.34,0.15,2024-07-12,bank_transfer,323.289,2024,July,bulk,Medium,High Value
12287,2223,Beauty,Perfume,10,41.31,413.1,0.05,2024-09-16,paypal,392.445,2024,September,bulk,Medium,High Value
12288,2866,Home & kitchen,Microwave,2,101.94,203.88,0.15,2023-06-08,paypal,173.298,2023,June,single item,High,High Value
12289,2700,Beauty,Perfume,6,245.2,1471.1999999999998,0.0,2024-03-29,credit_card,1471.1999999999998,2024,March,bulk,High,High Value
12290,2448,Home & kitchen,Cookware,5,393.46,1967.3,0.1,2023-02-08,credit_card,1770.57,2023,February,single item,High,High Value
12291,2856,Home & kitchen,Microwave,5,245.32,1226.6,0.1,2024-01-20,credit_card,1103.94,2024,January,single item,High,High Value
12292,2365,Beauty,Lipstick,10,171.06,1710.6,0.1,2023-06-06,bank_transfer,1539.54,2023,June,bulk,High,High Value
12293,2675,Beauty,Skincare Set,3,45.76,137.28,0.15,2024-01-03,credit_card,116.688,2024,January,single item,Medium,High Value
12294,2326,Clothing,Jacket,8,277.4,2219.2,0.05,2023-01-04,bank_transfer,2108.24,2023,January,bulk,High,High Value
12295,2467,Toys,Board Game,8,139.28,1114.24,0.0,2024-04-24,bank_transfer,1114.24,2024,April,bulk,High,High Value
12296,2414,Toys,Lego,5,309.39,1546.9499999999998,0.15,2024-06-03,paypal,1314.9074999999998,2024,June,single item,High,High Value
12297,2455,Beauty,Perfume,8,488.71,3909.68,0.05,2023-10-27,paypal,3714.1959999999995,2023,October,bulk,High,High Value
12298,2586,Clothing,T-Shirt,10,60.1,601.0,0.1,2023-01-11,bank_transfer,540.9,2023,January,bulk,Medium,High Value
12299,2233,Toys,Doll,8,110.0,880.0,0.05,2023-09-21,paypal,836.0,2023,September,bulk,High,High Value
12300,2224,Clothing,Jeans,3,239.18,717.54,0.1,2024-01-26,paypal,645.786,2024,January,single item,High,High Value
12301,2994,Clothing,Jacket,2,484.46,968.92,0.0,2024-06-24,paypal,968.92,2024,June,single item,High,High Value
12302,2831,Home & kitchen,Vacuum Cleaner,9,387.05,3483.4500000000003,0.05,2024-04-20,bank_transfer,3309.2775,2024,April,bulk,High,High Value
12303,2412,Toys,Action Figure,2,449.62,899.24,0.1,2023-06-11,bank_transfer,809.316,2023,June,single item,High,High Value
12304,2572,Toys,Doll,9,170.19,1531.71,0.05,2023-07-06,bank_transfer,1455.1245,2023,July,bulk,High,High Value
12305,2335,Home & kitchen,Blender,4,496.06,1984.24,0.1,2024-05-20,bank_transfer,1785.816,2024,May,single item,High,High Value
12306,2222,Beauty,Lipstick,2,55.9,111.8,0.05,2023-06-30,paypal,106.21,2023,June,single item,Medium,High Value
12307,2037,Home & kitchen,Vacuum Cleaner,10,31.22,312.2,0.1,2024-08-14,paypal,280.98,2024,August,bulk,Medium,High Value
12308,2989,Toys,Board Game,1,428.52,428.52,0.15,2023-04-24,bank_transfer,364.24199999999996,2023,April,single item,High,High Value
12309,2278,Toys,Lego,4,464.0,1856.0,0.05,2024-09-03,paypal,1763.1999999999998,2024,September,single item,High,High Value
12310,2196,Beauty,Lipstick,9,49.84,448.56000000000006,0.05,2025-06-02,bank_transfer,426.13200000000006,2025,June,bulk,Medium,High Value
12311,2916,Home & kitchen,Blender,9,61.15,550.35,0.15,2023-11-19,bank_transfer,467.7975,2023,November,bulk,Medium,High Value
12312,2864,Electronics,Headphones,4,21.42,85.68,0.1,2024-07-17,bank_transfer,77.11200000000001,2024,July,single item,Medium,Normal Txn
12313,2484,Electronics,Tablet,9,56.73,510.57,0.05,2024-11-29,credit_card,485.0415,2024,November,bulk,Medium,High Value
12314,2242,Beauty,Skincare Set,6,108.66,651.96,0.05,2023-03-29,bank_transfer,619.362,2023,March,bulk,High,High Value
12315,2324,Home & kitchen,Cookware,1,485.19,485.19,0.05,2024-04-17,credit_card,460.9305,2024,April,single item,High,High Value
12316,2731,Home & kitchen,Blender,10,335.59,3355.9,0.0,2024-09-12,paypal,3355.9,2024,September,bulk,High,High Value
12317,2192,Clothing,Sneakers,6,390.38,2342.28,0.1,2023-10-23,bank_transfer,2108.052,2023,October,bulk,High,High Value
12318,2017,Toys,Action Figure,9,389.19,3502.71,0.15,2023-09-12,paypal,2977.3035,2023,September,bulk,High,High Value
12319,2524,Books,Non-Fiction,2,269.86,539.72,0.05,2024-11-27,credit_card,512.734,2024,November,single item,High,High Value
12320,2918,Beauty,Lipstick,6,399.76,2398.56,0.05,2023-06-14,bank_transfer,2278.632,2023,June,bulk,High,High Value
12321,2401,Books,Comics,2,299.92,599.84,0.15,2024-02-20,paypal,509.86400000000003,2024,February,single item,High,High Value
12322,2906,Books,Fiction,4,160.7,642.8,0.1,2023-09-01,paypal,578.52,2023,September,single item,High,High Value
12323,2886,Beauty,Perfume,8,282.75,2262.0,0.15,2024-02-14,credit_card,1922.7,2024,February,bulk,High,High Value
12324,2705,Home & kitchen,Vacuum Cleaner,7,269.09,1883.63,0.1,2025-01-17,bank_transfer,1695.267,2025,January,bulk,High,High Value
12325,2022,Beauty,Lipstick,9,412.61,3713.49,0.05,2024-10-19,credit_card,3527.8154999999997,2024,October,bulk,High,High Value
12326,2474,Books,Fiction,7,490.95,3436.65,0.15,2023-09-15,bank_transfer,2921.1525,2023,September,bulk,High,High Value
12327,2120,Toys,Doll,1,208.47,208.47,0.1,2025-03-08,paypal,187.623,2025,March,single item,High,High Value
12328,2210,Toys,Action Figure,2,382.88,765.76,0.15,2023-04-26,bank_transfer,650.896,2023,April,single item,High,High Value
12329,2306,Toys,Lego,6,54.38,326.28000000000003,0.1,2024-02-14,paypal,293.65200000000004,2024,February,bulk,Medium,High Value
12330,2270,Home & kitchen,Vacuum Cleaner,7,389.53,2726.71,0.15,2024-06-10,bank_transfer,2317.7035,2024,June,bulk,High,High Value
12331,2704,Electronics,Headphones,3,188.85,566.55,0.05,2024-11-20,paypal,538.2225,2024,November,single item,High,High Value
12332,2687,Beauty,Skincare Set,9,24.5,220.5,0.15,2024-09-02,bank_transfer,187.42499999999998,2024,September,bulk,Medium,High Value
12333,2285,Toys,Lego,7,184.81,1293.67,0.0,2024-04-13,credit_card,1293.67,2024,April,bulk,High,High Value
12334,2716,Beauty,Skincare Set,6,307.27,1843.62,0.05,2024-01-19,credit_card,1751.4389999999999,2024,January,bulk,High,High Value
12335,2676,Toys,Doll,6,64.03,384.18,0.1,2024-03-06,paypal,345.762,2024,March,bulk,Medium,High Value
12336,2763,Home & kitchen,Microwave,1,462.4,462.4,0.0,2023-09-07,credit_card,462.4,2023,September,single item,High,High Value
12337,2227,Electronics,Headphones,5,43.45,217.25,0.1,2024-03-15,bank_transfer,195.525,2024,March,single item,Medium,High Value
12338,2948,Electronics,Smartphone,10,465.35,4653.5,0.15,2024-09-08,bank_transfer,3955.475,2024,September,bulk,High,High Value
12339,2381,Toys,Board Game,3,355.03,1065.09,0.0,2024-07-17,paypal,1065.09,2024,July,single item,High,High Value
12340,2460,Home & kitchen,Vacuum Cleaner,7,168.21,1177.47,0.15,2025-02-22,bank_transfer,1000.8495,2025,February,bulk,High,High Value
12341,2007,Clothing,Jacket,10,198.42,1984.2,0.1,2024-01-05,bank_transfer,1785.78,2024,January,bulk,High,High Value
12342,2029,Beauty,Perfume,3,371.7,1115.1,0.1,2024-10-15,paypal,1003.5899999999999,2024,October,single item,High,High Value
12343,2907,Beauty,Skincare Set,5,302.73,1513.65,0.1,2023-10-28,paypal,1362.285,2023,October,single item,High,High Value
12344,2033,Books,Fiction,7,337.46,2362.22,0.05,2024-02-23,credit_card,2244.109,2024,February,bulk,High,High Value
12345,2646,Home & kitchen,Vacuum Cleaner,3,197.64,592.92,0.1,2024-10-07,credit_card,533.6279999999999,2024,October,single item,High,High Value
12346,2879,Books,Fiction,10,246.47,2464.7,0.15,2024-11-26,credit_card,2094.995,2024,November,bulk,High,High Value
12347,2079,Toys,Action Figure,2,494.98,989.96,0.05,2024-01-11,credit_card,940.462,2024,January,single item,High,High Value
12348,2928,Books,Biography,6,110.89,665.34,0.0,2024-02-01,credit_card,665.34,2024,February,bulk,High,High Value
12349,2947,Electronics,Laptop,8,211.84,1694.72,0.0,2024-11-04,paypal,1694.72,2024,November,bulk,High,High Value
12350,2459,Beauty,Foundation,4,149.45,597.8,0.0,2023-08-23,bank_transfer,597.8,2023,August,single item,High,High Value
12351,2570,Books,Non-Fiction,9,383.73,3453.57,0.1,2023-03-25,paypal,3108.213,2023,March,bulk,High,High Value
12352,2983,Electronics,Tablet,8,383.19,3065.52,0.05,2023-05-21,paypal,2912.2439999999997,2023,May,bulk,High,High Value
12353,2538,Home & kitchen,Microwave,7,149.76,1048.32,0.05,2024-11-01,credit_card,995.9039999999999,2024,November,bulk,High,High Value
12354,2482,Books,Biography,7,45.29,317.03,0.1,2024-09-02,bank_transfer,285.327,2024,September,bulk,Medium,High Value
12355,2430,Toys,Board Game,3,10.66,31.98,0.15,2025-03-03,credit_card,27.183,2025,March,single item,Low,Normal Txn
12356,2738,Toys,Action Figure,6,216.59,1299.54,0.0,2024-03-31,credit_card,1299.54,2024,March,bulk,High,High Value
12357,2285,Toys,Action Figure,5,208.12,1040.6,0.1,2023-07-05,paypal,936.54,2023,July,single item,High,High Value
12358,2516,Beauty,Foundation,1,494.25,494.25,0.1,2023-01-11,bank_transfer,444.825,2023,January,single item,High,High Value
12359,2977,Books,Comics,3,237.55,712.6500000000001,0.1,2025-02-20,bank_transfer,641.3850000000001,2025,February,single item,High,High Value
12360,2099,Home & kitchen,Vacuum Cleaner,1,131.93,131.93,0.15,2024-07-31,paypal,112.1405,2024,July,single item,High,High Value
12361,2397,Books,Comics,4,446.16,1784.64,0.0,2023-09-08,bank_transfer,1784.64,2023,September,single item,High,High Value
12362,2489,Beauty,Perfume,10,248.08,2480.8,0.1,2025-10-01,paypal,2232.7200000000003,2025,October,bulk,High,High Value
12363,2039,Electronics,Smartphone,3,301.59,904.77,0.05,2023-04-14,paypal,859.5314999999999,2023,April,single item,High,High Value
12364,2271,Beauty,Foundation,4,52.36,209.44,0.0,2025-03-09,bank_transfer,209.44,2025,March,single item,Medium,High Value
12365,2887,Toys,Doll,9,194.54,1750.86,0.05,2024-08-15,bank_transfer,1663.3169999999998,2024,August,bulk,High,High Value
12366,2797,Electronics,Tablet,3,472.39,1417.17,0.15,2024-03-26,bank_transfer,1204.5945,2024,March,single item,High,High Value
12367,2157,Toys,Action Figure,6,296.81,1780.86,0.1,2024-06-13,paypal,1602.774,2024,June,bulk,High,High Value
12368,2075,Clothing,Jeans,6,175.53,1053.18,0.05,2024-11-26,credit_card,1000.521,2024,November,bulk,High,High Value
12369,2884,Beauty,Perfume,7,314.71,2202.97,0.05,2024-03-25,credit_card,2092.8214999999996,2024,March,bulk,High,High Value
12370,2800,Beauty,Perfume,9,455.65,4100.849999999999,0.15,2024-01-14,bank_transfer,3485.7224999999994,2024,January,bulk,High,High Value
12371,2130,Home & kitchen,Blender,7,140.63,984.41,0.1,2024-05-23,credit_card,885.9689999999999,2024,May,bulk,High,High Value
12372,2687,Books,Fiction,1,255.03,255.03,0.1,2023-10-09,bank_transfer,229.52700000000002,2023,October,single item,High,High Value
12373,2974,Electronics,Tablet,8,479.55,3836.4,0.05,2024-03-15,credit_card,3644.58,2024,March,bulk,High,High Value
12374,2084,Electronics,Tablet,5,90.34,451.7000000000001,0.05,2024-09-23,bank_transfer,429.11500000000007,2024,September,single item,Medium,High Value
12375,2022,Home & kitchen,Microwave,9,361.23,3251.07,0.0,2023-10-28,bank_transfer,3251.07,2023,October,bulk,High,High Value
12376,2459,Home & kitchen,Cookware,10,309.17,3091.7000000000003,0.0,2025-01-24,credit_card,3091.7000000000003,2025,January,bulk,High,High Value
12377,2539,Books,Comics,5,341.44,1707.2,0.1,2024-11-06,paypal,1536.48,2024,November,single item,High,High Value
12378,2707,Toys,Doll,5,178.85,894.25,0.0,2024-02-26,bank_transfer,894.25,2024,February,single item,High,High Value
12379,2849,Books,Non-Fiction,2,160.37,320.74,0.1,2023-06-11,bank_transfer,288.666,2023,June,single item,High,High Value
12380,2382,Beauty,Perfume,3,343.68,1031.04,0.05,2023-03-29,bank_transfer,979.4879999999999,2023,March,single item,High,High Value
12381,2748,Toys,Doll,10,111.69,1116.9,0.15,2024-05-08,credit_card,949.365,2024,May,bulk,High,High Value
12382,2440,Clothing,Sneakers,9,212.73,1914.57,0.1,2023-08-10,credit_card,1723.113,2023,August,bulk,High,High Value
12383,2604,Books,Non-Fiction,7,98.15,687.0500000000001,0.1,2023-09-27,paypal,618.345,2023,September,bulk,Medium,High Value
12384,2989,Home & kitchen,Microwave,1,9.11,9.11,0.05,2024-02-23,paypal,8.654499999999999,2024,February,single item,Low,Normal Txn
12385,2021,Toys,Doll,3,485.18,1455.54,0.15,2023-01-12,paypal,1237.2089999999998,2023,January,single item,High,High Value
12386,2303,Books,Non-Fiction,2,218.69,437.38,0.05,2023-11-27,paypal,415.51099999999997,2023,November,single item,High,High Value
12387,2976,Electronics,Laptop,1,484.83,484.83,0.05,2024-12-25,bank_transfer,460.58849999999995,2024,December,single item,High,High Value
12388,2869,Clothing,Sneakers,9,74.46,670.14,0.0,2023-05-30,bank_transfer,670.14,2023,May,bulk,Medium,High Value
12389,2955,Beauty,Perfume,8,295.75,2366.0,0.15,2023-08-17,bank_transfer,2011.1,2023,August,bulk,High,High Value
12390,2084,Electronics,Smartphone,5,104.48,522.4,0.15,2024-07-27,paypal,444.03999999999996,2024,July,single item,High,High Value
12391,2774,Electronics,Laptop,2,396.09,792.18,0.05,2023-02-11,paypal,752.5709999999999,2023,February,single item,High,High Value
12392,2659,Clothing,Jeans,1,392.93,392.93,0.1,2024-09-09,bank_transfer,353.637,2024,September,single item,High,High Value
12393,2953,Beauty,Perfume,7,60.74,425.18,0.1,2023-07-04,bank_transfer,382.66200000000003,2023,July,bulk,Medium,High Value
12394,2453,Home & kitchen,Vacuum Cleaner,2,456.47,912.94,0.15,2024-08-11,bank_transfer,775.999,2024,August,single item,High,High Value
12395,2387,Toys,Action Figure,1,101.34,101.34,0.15,2023-05-05,bank_transfer,86.139,2023,May,single item,High,Normal Txn
12396,2507,Beauty,Foundation,2,308.42,616.84,0.0,2024-06-08,paypal,616.84,2024,June,single item,High,High Value
12397,2257,Books,Comics,7,492.89,3450.23,0.1,2024-09-16,paypal,3105.207,2024,September,bulk,High,High Value
12398,2570,Electronics,Headphones,7,441.79,3092.53,0.1,2024-06-03,credit_card,2783.277,2024,June,bulk,High,High Value
12399,2892,Books,Fiction,10,478.5,4785.0,0.1,2023-10-22,bank_transfer,4306.5,2023,October,bulk,High,High Value
12400,2934,Home & kitchen,Microwave,6,174.59,1047.54,0.1,2024-10-04,paypal,942.786,2024,October,bulk,High,High Value
12401,2527,Books,Biography,5,57.26,286.3,0.05,2024-07-15,credit_card,271.985,2024,July,single item,Medium,High Value
12402,2162,Beauty,Lipstick,3,98.23,294.69,0.0,2024-05-29,paypal,294.69,2024,May,single item,Medium,High Value
12403,2957,Books,Fiction,3,252.74,758.22,0.05,2024-02-21,bank_transfer,720.309,2024,February,single item,High,High Value
12404,2163,Home & kitchen,Microwave,9,397.65,3578.85,0.05,2024-08-18,credit_card,3399.9075,2024,August,bulk,High,High Value
12405,2832,Home & kitchen,Cookware,4,79.33,317.32,0.15,2024-10-20,credit_card,269.722,2024,October,single item,Medium,High Value
12406,2793,Home & kitchen,Cookware,9,331.57,2984.13,0.1,2024-09-21,paypal,2685.717,2024,September,bulk,High,High Value
12407,2792,Beauty,Lipstick,4,165.17,660.68,0.0,2024-04-05,credit_card,660.68,2024,April,single item,High,High Value
12408,2524,Home & kitchen,Blender,2,173.9,347.8,0.15,2024-01-21,bank_transfer,295.63,2024,January,single item,High,High Value
12409,2786,Electronics,Tablet,4,332.65,1330.6,0.1,2024-01-05,bank_transfer,1197.54,2024,January,single item,High,High Value
12410,2271,Home & kitchen,Microwave,6,236.16,1416.96,0.15,2023-11-07,credit_card,1204.416,2023,November,bulk,High,High Value
12411,2492,Books,Biography,6,406.96,2441.76,0.05,2025-01-11,paypal,2319.672,2025,January,bulk,High,High Value
12412,2208,Toys,Lego,5,82.18,410.9,0.1,2023-07-09,bank_transfer,369.81,2023,July,single item,Medium,High Value
12413,2539,Books,Comics,1,396.02,396.02,0.1,2023-03-11,bank_transfer,356.418,2023,March,single item,High,High Value
12414,2584,Toys,Lego,3,36.8,110.4,0.05,2024-10-22,paypal,104.88,2024,October,single item,Medium,High Value
12415,2060,Books,Comics,5,101.06,505.3,0.1,2024-12-13,credit_card,454.77000000000004,2024,December,single item,High,High Value
12416,2430,Beauty,Lipstick,6,329.79,1978.74,0.1,2025-02-05,credit_card,1780.866,2025,February,bulk,High,High Value
12417,2985,Books,Comics,1,428.19,428.19,0.05,2024-02-26,bank_transfer,406.78049999999996,2024,February,single item,High,High Value
12418,2657,Beauty,Perfume,9,130.08,1170.72,0.05,2023-11-20,bank_transfer,1112.184,2023,November,bulk,High,High Value
12419,2605,Beauty,Perfume,3,166.96,500.88,0.15,2024-09-30,bank_transfer,425.748,2024,September,single item,High,High Value
12420,2309,Home & kitchen,Blender,10,270.87,2708.7,0.0,2023-04-21,bank_transfer,2708.7,2023,April,bulk,High,High Value
12421,2520,Electronics,Smartphone,3,109.73,329.19,0.15,2024-09-25,bank_transfer,279.81149999999997,2024,September,single item,High,High Value
12422,2591,Toys,Doll,2,406.52,813.04,0.05,2025-01-05,paypal,772.3879999999999,2025,January,single item,High,High Value
12423,2027,Home & kitchen,Blender,8,387.95,3103.6,0.0,2023-08-19,credit_card,3103.6,2023,August,bulk,High,High Value
12424,2686,Home & kitchen,Microwave,3,76.92,230.76,0.15,2024-04-05,credit_card,196.146,2024,April,single item,Medium,High Value
12425,2562,Beauty,Foundation,6,234.6,1407.6,0.1,2023-09-29,paypal,1266.84,2023,September,bulk,High,High Value
12426,2199,Beauty,Foundation,2,388.54,777.08,0.05,2025-06-03,credit_card,738.226,2025,June,single item,High,High Value
12427,2387,Toys,Doll,7,171.98,1203.86,0.15,2023-03-11,credit_card,1023.2809999999998,2023,March,bulk,High,High Value
12428,2349,Books,Fiction,4,318.39,1273.56,0.15,2024-09-17,bank_transfer,1082.5259999999998,2024,September,single item,High,High Value
12429,2960,Books,Non-Fiction,9,29.86,268.74,0.0,2023-05-20,credit_card,268.74,2023,May,bulk,Medium,High Value
12430,2940,Home & kitchen,Cookware,10,306.3,3063.0,0.15,2024-09-17,paypal,2603.5499999999997,2024,September,bulk,High,High Value
12431,2693,Clothing,T-Shirt,9,80.56,725.04,0.0,2024-05-11,credit_card,725.04,2024,May,bulk,Medium,High Value
12432,2536,Clothing,Jeans,7,416.14,2912.98,0.1,2023-07-22,credit_card,2621.6820000000002,2023,July,bulk,High,High Value
12433,2828,Books,Biography,8,180.95,1447.6,0.05,2024-11-02,paypal,1375.2199999999998,2024,November,bulk,High,High Value
