Transaction_ID,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price ($),Total_Price ($),Discount Applied (%),Purchase_Date,Payment_Method
12105,2939,Home & Kitchen,Vacuum Cleaner,1,107.39,107.39,10%,09/06/2023,bank transfer
12106,2380,Beauty,Foundation,1,313.64,313.64,5%,08-06-2023,BANK_TRANSFER
12107,2710,Toys,Lego,6,182.07,1092.42,15%,16/09/2024,credit_card
12108,2807,Toys,Action Figure,9,422.98,3806.82,10%,2023-10-27,paypal
12109,2440,Clothing,Jacket,7,229.38,1605.6599999999999,10%,06-28-2024,bank transfer
12110,2319,Beauty,Perfume,5,364.59,1822.9499999999998,5%,16/06/2023,PayPal
12111,2302,Home & Kitchen,Vacuum Cleaner,2,52.29,104.58,5%,06-01-2024,Credit Card
12112,2344,Home & Kitchen,Blender,1,201.03,201.03,5%,21/05/2023,BANK_TRANSFER
12113,2011,Beauty,Perfume,2,491.7,983.4,15%,2023-04-13,bank transfer
12114,2062,Beauty,Skincare Set,1,405.19,405.19,10%,09-18-2024,credit_card
12115,2845,Beauty,Skincare Set,3,84.17,252.51,5%,2023-08-17,Credit Card
12116,2226,Books,Non-Fiction,6,142.49,854.94,10%,24/11/2023,credit_card
12117,2153,Home & Kitchen,Cookware,8,168.26,1346.08,,03-04-2025,paypal
12118,2711,Toys,Lego,3,326.93,980.79,5%,08/09/2024,BANK_TRANSFER
12119,2564,Home & Kitchen,Blender,10,379.71,3797.1,10%,2024-09-07,BANK_TRANSFER
12120,2772,Books,Biography,9,376.02,3384.18,10%,12/11/2024,paypal
12121,2571,Beauty,Perfume,10,257.39,2573.8999999999996,10%,2023-11-02,credit_card
12122,2584,Clothing,Jacket,5,406.36,2031.8000000000002,10%,22/07/2023,Credit Card
12123,2660,Beauty,Lipstick,7,221.35,1549.45,15%,10-09-2023,credit_card
12124,2861,Beauty,Perfume,8,66.32,530.56,0%,09-18-2024,Credit Card
12125,2575,Books,Non-Fiction,3,284.4,853.1999999999999,5%,04-29-2023,bank transfer
12126,2310,Home & Kitchen,Vacuum Cleaner,2,476.39,952.78,5%,05-23-2023,paypal
12127,2885,Beauty,Perfume,2,397.53,795.06,15%,2023-11-18,PayPal
12128,2243,Home & Kitchen,Blender,5,291.46,1457.3,5%,2024-05-19,Credit Card
12129,2493,Electronics,Headphones,1,325.17,325.17,10%,10/01/2024,BANK_TRANSFER
12130,2366,Toys,Doll,2,465.63,931.26,10%,12-25-2024,bank transfer
12131,2330,Home & Kitchen,Blender,9,217.03,1953.27,0%,27/04/2024,BANK_TRANSFER
12132,2107,Clothing,Sneakers,7,169.04,1183.28,0%,21/07/2023,bank transfer
12133,2226,Toys,Doll,6,488.73,2932.38,10%,05/08/2024,BANK_TRANSFER
12134,2825,Clothing,T-Shirt,9,432.4,3891.6,10%,23/02/2025,credit_card
12135,2218,Beauty,Perfume,7,164.91,1154.37,15%,07/05/2024,credit_card
12136,2937,Toys,Lego,5,234.57,1172.85,5%,2024-06-13,credit_card
12137,2753,Home & Kitchen,Blender,9,210.46,1894.14,15%,19/07/2023,bank transfer
12138,2506,Toys,Board Game,6,78.8,472.79999999999995,10%,03/07/2024,bank transfer
12139,2259,Beauty,Skincare Set,6,479.12,2874.7200000000003,,10-04-2023,BANK_TRANSFER
12140,2888,Books,Comics,4,205.13,820.52,15%,03/12/2023,Credit Card
12141,2774,Clothing,T-Shirt,1,438.29,438.29,10%,2024-09-06,bank transfer
12142,2517,Beauty,Foundation,5,98.73,493.65000000000003,5%,2024-10-31,BANK_TRANSFER
12143,2773,Books,Comics,9,276.2,2485.7999999999997,10%,20/06/2024,Credit Card
12144,2054,Toys,Action Figure,8,16.86,134.88,5%,2023-06-24,credit_card
12145,2047,Toys,Lego,8,383.29,3066.32,15%,20/01/2025,bank transfer
12146,2727,Beauty,Lipstick,5,292.55,1462.75,5%,2024-12-26,PayPal
12147,2689,Home & Kitchen,Cookware,9,314.67,2832.03,15%,2024-05-06,credit_card
12148,2521,Toys,Lego,3,30.6,91.80000000000001,10%,03-25-2023,paypal
12149,2099,Home & Kitchen,Cookware,3,109.46,328.38,15%,2024-05-04,Credit Card
12150,2020,Home & Kitchen,Cookware,1,41.79,41.79,5%,04/05/2024,PayPal
12151,2890,Home & Kitchen,Cookware,9,148.01,1332.09,15%,22/03/2024,credit_card
12152,2753,Electronics,Laptop,6,315.58,1893.48,10%,20/11/2024,bank transfer
12153,2573,Books,Non-Fiction,2,285.26,570.52,5%,2023-09-09,PayPal
12154,2891,Books,Fiction,8,308.01,,5%,18/04/2023,BANK_TRANSFER
12155,2490,Toys,Doll,9,276.88,2491.92,5%,11-20-2023,Credit Card
12156,2419,Toys,Doll,9,140.15,1261.3500000000001,5%,2025-03-08,paypal
12157,2690,Home & Kitchen,Cookware,2,126.03,252.06,5%,10-09-2024,BANK_TRANSFER
12158,2850,Electronics,Smartphone,2,72.84,145.68,,2024-09-22,PayPal
12159,2062,Home & Kitchen,Blender,7,425.29,2977.03,10%,2023-10-26,credit_card
12160,2145,Electronics,Laptop,4,310.16,1240.64,15%,11/05/2023,Credit Card
12161,2216,Home & Kitchen,Vacuum Cleaner,1,97.32,97.32,5%,10-11-2024,bank transfer
12162,2003,Clothing,Jeans,8,92.72,741.76,5%,13/07/2023,paypal
12163,2160,Clothing,Sneakers,2,437.15,874.3,15%,06/07/2024,credit_card
12164,2739,Beauty,Foundation,3,372.65,1117.9499999999998,0%,11-27-2024,paypal
12165,2998,Home & Kitchen,Cookware,5,331.4,1657.0,5%,2024-02-05,bank transfer
12166,2781,Toys,Doll,3,206.4,619.2,0%,2024-04-03,Credit Card
12167,2120,Books,Fiction,7,134.68,942.76,10%,19/02/2025,PayPal
12168,2893,Beauty,Perfume,7,489.83,3428.81,15%,08/06/2024,paypal
12169,2089,Toys,Doll,2,399.63,799.26,5%,2024-04-16,Credit Card
12170,2329,Clothing,T-Shirt,7,154.38,1080.6599999999999,5%,2024-04-08,paypal
12171,2580,Home & Kitchen,Vacuum Cleaner,6,424.54,2547.2400000000002,5%,13/05/2024,credit_card
12172,2910,Beauty,Lipstick,10,380.67,3806.7000000000003,5%,2023-12-13,paypal
12173,2357,Home & Kitchen,Vacuum Cleaner,9,152.05,1368.45,5%,2024-03-09,credit_card
12174,2610,Clothing,T-Shirt,9,216.14,1945.2599999999998,5%,2023-08-27,credit_card
12175,2267,Beauty,Perfume,2,97.05,194.1,15%,24/09/2023,Credit Card
12176,2617,Clothing,Jacket,7,59.97,419.78999999999996,5%,2024-03-14,BANK_TRANSFER
12177,2952,Electronics,Smartphone,5,362.77,1813.85,5%,06/11/2023,bank transfer
12178,2323,Clothing,Jacket,6,137.42,824.52,10%,2024-06-27,paypal
12179,2635,Home & Kitchen,Microwave,1,410.93,410.93,15%,09/01/2025,PayPal
12180,2988,Books,Fiction,7,497.83,3484.81,15%,29/08/2023,credit_card
12181,2541,Clothing,Jeans,6,42.93,257.58,10%,2023-10-19,BANK_TRANSFER
12182,2649,Toys,Action Figure,4,239.15,956.6,10%,05-04-2023,credit_card
12183,2195,Books,Comics,1,402.02,402.02,10%,31/10/2024,BANK_TRANSFER
12184,2921,Electronics,Headphones,9,395.53,3559.7699999999995,0%,05-15-2023,BANK_TRANSFER
12185,2738,Beauty,Lipstick,4,381.2,1524.8,15%,10-27-2023,PayPal
12186,2332,Beauty,Foundation,2,177.75,355.5,10%,2023-05-12,BANK_TRANSFER
12187,2170,Books,Biography,8,229.66,1837.28,0%,20/02/2024,PayPal
12188,2521,Beauty,Lipstick,2,299.51,599.02,10%,17/12/2024,Credit Card
12189,2463,Clothing,Jacket,5,487.1,2435.5,10%,2024-02-27,credit_card
12190,2040,Books,Non-Fiction,6,167.14,1002.8399999999999,,07/10/2023,PayPal
12191,2537,Home & Kitchen,Microwave,8,461.96,3695.68,0%,11-06-2023,bank transfer
12192,2261,Clothing,Sneakers,1,138.33,138.33,15%,2024-09-18,credit_card
12193,2395,Clothing,Jeans,1,494.59,494.59,5%,03/02/2025,bank transfer
12194,2955,Clothing,Jacket,4,336.78,1347.12,5%,14/08/2023,paypal
12195,2226,Home & Kitchen,Blender,5,234.44,1172.2,0%,2024-03-30,bank transfer
12196,2984,Electronics,Headphones,9,308.63,2777.67,15%,2023-06-19,Credit Card
12197,2124,Toys,Action Figure,7,139.9,979.3000000000001,10%,2025-02-11,paypal
12198,2975,Beauty,Skincare Set,7,140.72,985.04,5%,10-13-2023,paypal
12199,2038,Books,Non-Fiction,8,61.21,489.68,0%,09-12-2023,BANK_TRANSFER
12200,2328,Electronics,Tablet,5,61.45,307.25,,2024-09-26,bank transfer
12201,2251,Books,Non-Fiction,5,177.1,885.5,15%,05-26-2024,BANK_TRANSFER
12202,2901,Beauty,Foundation,1,382.61,382.61,15%,01-18-2025,bank transfer
12203,2176,Home & Kitchen,Blender,9,305.95,2753.5499999999997,10%,2024-02-28,paypal
12204,2602,Clothing,Jeans,6,55.78,334.68,15%,2023-04-27,BANK_TRANSFER
12205,2914,Clothing,Jeans,9,426.86,3841.7400000000002,15%,2024-06-03,credit_card
12206,2454,Home & Kitchen,Cookware,3,302.68,908.04,10%,03-25-2024,bank transfer
12207,2037,Electronics,Smartphone,5,480.62,2403.1,0%,2023-04-01,bank transfer
12208,2316,Electronics,Smartphone,2,336.74,673.48,,10-07-2023,BANK_TRANSFER
12209,2688,Books,Non-Fiction,10,91.71,917.0999999999999,10%,06-14-2023,bank transfer
12210,2973,Home & Kitchen,Cookware,5,239.52,1197.6000000000001,0%,2023-08-06,paypal
12211,2796,Electronics,Tablet,8,326.01,2608.08,15%,22/10/2023,BANK_TRANSFER
12212,2965,Home & Kitchen,Microwave,2,18.99,37.98,5%,2024-01-12,BANK_TRANSFER
12213,2973,Beauty,Skincare Set,8,12.38,99.04,0%,26/06/2023,PayPal
12214,2593,Clothing,Jeans,4,69.05,276.2,10%,2024-04-15,PayPal
12215,2114,Clothing,Jacket,10,129.57,1295.6999999999998,15%,12-24-2023,paypal
12216,2040,Clothing,Sneakers,10,217.63,2176.3,5%,2025-03-15,credit_card
12217,2301,Home & Kitchen,Blender,1,246.28,246.28,15%,22/02/2024,bank transfer
12218,2224,Home & Kitchen,Cookware,5,73.32,366.59999999999997,5%,09-16-2024,Credit Card
12219,2318,Books,Biography,1,338.33,338.33,10%,09/10/2024,bank transfer
12220,2349,Clothing,T-Shirt,7,300.09,2100.6299999999997,5%,05-19-2024,Credit Card
12221,2115,Books,Non-Fiction,8,150.76,1206.08,10%,08/06/2023,paypal
12222,2698,Clothing,T-Shirt,3,11.76,35.28,10%,2024-03-22,credit_card
12223,2323,Books,Biography,3,43.44,130.32,10%,11-26-2024,credit_card
12224,2568,Books,Non-Fiction,7,198.89,1392.23,15%,12-18-2024,credit_card
12225,2040,Beauty,Perfume,4,81.22,324.88,0%,2023-11-08,PayPal
12226,2866,Books,Comics,3,191.53,574.59,,10-29-2023,paypal
12227,2040,Home & Kitchen,Blender,8,315.95,2527.6,0%,09/09/2024,Credit Card
12228,2859,Books,Biography,3,275.88,827.64,0%,02/07/2023,credit_card
12229,2973,Clothing,Sneakers,7,119.43,836.01,10%,2023-07-07,paypal
12230,2749,Books,Non-Fiction,2,175.19,350.38,15%,2024-06-10,bank transfer
12231,2289,Electronics,Laptop,1,308.95,,15%,02-21-2025,Credit Card
12232,2262,Toys,Board Game,6,431.12,2586.7200000000003,10%,2023-06-13,PayPal
12233,2216,Clothing,Jeans,8,377.84,3022.72,15%,04-19-2024,BANK_TRANSFER
12234,2147,Electronics,Smartphone,1,278.93,278.93,5%,2024-04-07,Credit Card
12235,2336,Clothing,Jacket,10,184.34,1843.4,,2023-06-28,bank transfer
12236,2168,Home & Kitchen,Vacuum Cleaner,9,185.7,1671.3,15%,2023-08-28,Credit Card
12237,2092,Toys,Action Figure,3,440.31,1320.93,,04-25-2023,Credit Card
12238,2353,Toys,Lego,3,24.43,73.28999999999999,10%,05/02/2024,BANK_TRANSFER
12239,2571,Home & Kitchen,Vacuum Cleaner,4,494.05,1976.2,10%,06-03-2024,credit_card
12240,2571,Toys,Board Game,1,333.87,333.87,,10/02/2025,bank transfer
12241,2816,Home & Kitchen,Vacuum Cleaner,9,342.16,3079.44,10%,2024-08-19,BANK_TRANSFER
12242,2681,Electronics,Smartphone,3,23.81,71.42999999999999,5%,02-05-2025,Credit Card
12243,2781,Beauty,Lipstick,10,304.74,3047.4,15%,07-21-2024,bank transfer
12244,2363,Clothing,T-Shirt,4,244.97,979.88,0%,04-10-2024,PayPal
12245,2557,Home & Kitchen,Cookware,1,57.36,57.36,10%,2023-11-04,Credit Card
12246,2345,Clothing,Jacket,4,142.57,570.28,10%,13/10/2023,PayPal
12247,2693,Electronics,Smartphone,1,445.71,445.71,5%,2023-06-10,paypal
12248,2170,Beauty,Skincare Set,5,277.24,1386.2,5%,2023-04-23,PayPal
12249,2356,Electronics,Smartphone,5,209.64,1048.1999999999998,5%,23/05/2024,Credit Card
12250,2191,Toys,Lego,7,40.98,286.85999999999996,0%,2023-06-16,BANK_TRANSFER
12251,2667,Clothing,Jeans,8,358.49,2867.92,15%,2024-07-03,Credit Card
12252,2422,Beauty,Perfume,4,352.91,1411.64,0%,10-04-2023,Credit Card
12253,2700,Toys,Board Game,7,308.95,2162.65,10%,17/01/2024,paypal
12254,2007,Beauty,Foundation,4,257.58,1030.32,15%,07-18-2024,credit_card
12255,2133,Toys,Lego,3,219.72,659.16,,01-05-2025,Credit Card
12256,2747,Electronics,Tablet,6,298.67,1792.02,15%,2024-01-23,paypal
12257,2557,Home & Kitchen,Vacuum Cleaner,4,120.53,482.12,10%,07/11/2024,BANK_TRANSFER
12258,2826,Clothing,Jacket,3,470.92,1412.76,,2024-12-08,paypal
12259,2761,Books,Non-Fiction,9,296.45,2668.0499999999997,5%,12-15-2023,paypal
12260,2031,Books,Fiction,5,159.04,795.1999999999999,0%,2024-03-24,PayPal
12261,2535,Electronics,Headphones,7,227.59,1593.13,10%,17/05/2023,credit_card
12262,2426,Clothing,T-Shirt,6,403.81,2422.86,15%,14/06/2024,credit_card
12263,2394,Clothing,Jeans,10,85.0,850.0,,2023-11-19,bank transfer
12264,2672,Electronics,Laptop,5,149.95,749.75,5%,11/03/2025,BANK_TRANSFER
12265,2363,Clothing,Sneakers,7,341.36,2389.52,10%,06/11/2024,bank transfer
12266,2437,Home & Kitchen,Cookware,6,161.17,967.02,10%,06/05/2023,paypal
12267,2670,Electronics,Smartphone,10,397.29,3972.9,10%,05/04/2023,BANK_TRANSFER
12268,2551,Home & Kitchen,Microwave,2,69.57,139.14,5%,2023-05-08,BANK_TRANSFER
12269,2927,Clothing,Sneakers,3,382.53,1147.59,15%,10/11/2023,credit_card
12270,2082,Electronics,Tablet,2,38.83,77.66,10%,25/10/2023,credit_card
12271,2356,Clothing,T-Shirt,3,11.23,33.69,10%,12-06-2024,credit_card
12272,2258,Electronics,Laptop,1,449.62,449.62,5%,2023-09-24,Credit Card
12273,2718,Clothing,Jeans,8,292.76,2342.08,5%,31/10/2023,paypal
12274,2589,Home & Kitchen,Cookware,6,179.15,1074.9,15%,2024-06-14,BANK_TRANSFER
12275,2989,Home & Kitchen,Microwave,2,120.13,240.26,15%,12-19-2023,paypal
12276,2524,Clothing,Jacket,8,310.36,2482.88,0%,05-14-2023,BANK_TRANSFER
12277,2295,Electronics,Tablet,6,256.96,1541.7599999999998,10%,2024-03-07,BANK_TRANSFER
12278,2962,Books,Fiction,7,495.84,3470.8799999999997,5%,05-31-2023,bank transfer
12279,2224,Home & Kitchen,Vacuum Cleaner,1,491.69,491.69,5%,2023-09-02,BANK_TRANSFER
12280,2525,Home & Kitchen,Blender,7,319.34,2235.3799999999997,10%,05-24-2024,BANK_TRANSFER
12281,2046,Toys,Action Figure,3,224.22,672.66,5%,2024-02-29,PayPal
12282,2667,Books,Comics,8,248.11,1984.88,0%,27/07/2024,PayPal
12283,2113,Clothing,Jeans,6,342.83,2056.98,10%,2024-02-12,bank transfer
12284,2233,Electronics,Headphones,4,55.28,221.12,10%,2023-08-14,Credit Card
12285,2017,Toys,Lego,8,167.53,1340.24,15%,03-26-2024,credit_card
12286,2360,Clothing,Jacket,9,42.26,380.34,15%,07-12-2024,BANK_TRANSFER
12287,2223,Beauty,Perfume,10,41.31,413.1,5%,16/09/2024,paypal
12288,2866,Home & Kitchen,Microwave,2,101.94,203.88,15%,06-08-2023,PayPal
12289,2700,Beauty,Perfume,6,245.2,1471.1999999999998,,03-29-2024,credit_card
12290,2448,Home & Kitchen,Cookware,5,393.46,1967.3,10%,02/08/2023,Credit Card
12291,2856,Home & Kitchen,Microwave,5,245.32,1226.6,10%,20/01/2024,credit_card
12292,2365,Beauty,Lipstick,10,171.06,1710.6,10%,2023-06-06,BANK_TRANSFER
12293,2675,Beauty,Skincare Set,3,45.76,137.28,15%,2024-01-03,credit_card
12294,2326,Clothing,Jacket,8,277.4,2219.2,5%,01/04/2023,BANK_TRANSFER
12295,2467,Toys,Board Game,8,139.28,1114.24,,24/04/2024,bank transfer
12296,2414,Toys,Lego,5,309.39,1546.9499999999998,15%,06/03/2024,PayPal
12297,2455,Beauty,Perfume,8,488.71,3909.68,5%,27/10/2023,PayPal
12298,2586,Clothing,T-Shirt,10,60.1,601.0,10%,01/11/2023,BANK_TRANSFER
12299,2233,Toys,Doll,8,110.0,880.0,5%,21/09/2023,paypal
12300,2224,Clothing,Jeans,3,239.18,717.54,10%,2024-01-26,PayPal
12301,2994,Clothing,Jacket,2,484.46,968.92,,06-24-2024,paypal
12302,2831,Home & Kitchen,Vacuum Cleaner,9,387.05,3483.4500000000003,5%,2024-04-20,BANK_TRANSFER
12303,2412,Toys,Action Figure,2,449.62,899.24,10%,2023-06-11,bank transfer
12304,2572,Toys,Doll,9,170.19,1531.71,5%,07/06/2023,BANK_TRANSFER
12305,2335,Home & Kitchen,Blender,4,496.06,1984.24,10%,05-20-2024,bank transfer
12306,2222,Beauty,Lipstick,2,55.9,111.8,5%,30/06/2023,PayPal
12307,2037,Home & Kitchen,Vacuum Cleaner,10,31.22,312.2,10%,08-14-2024,paypal
12308,2989,Toys,Board Game,1,428.52,428.52,15%,2023-04-24,BANK_TRANSFER
12309,2278,Toys,Lego,4,464.0,1856.0,5%,2024-09-03,PayPal
12310,2196,Beauty,Lipstick,9,49.84,448.56000000000006,5%,06/02/2025,bank transfer
12311,2916,Home & Kitchen,Blender,9,61.15,550.35,15%,2023-11-19,BANK_TRANSFER
12312,2864,Electronics,Headphones,4,21.42,85.68,10%,17/07/2024,bank transfer
12313,2484,Electronics,Tablet,9,56.73,510.57,5%,11-29-2024,credit_card
12314,2242,Beauty,Skincare Set,6,108.66,651.96,5%,2023-03-29,bank transfer
12315,2324,Home & Kitchen,Cookware,1,485.19,485.19,5%,04-17-2024,credit_card
12316,2731,Home & Kitchen,Blender,10,335.59,3355.8999999999996,,09-12-2024,PayPal
12317,2192,Clothing,Sneakers,6,390.38,2342.2799999999997,10%,10-23-2023,BANK_TRANSFER
12318,2017,Toys,Action Figure,9,389.19,3502.71,15%,2023-09-12,PayPal
12319,2524,Books,Non-Fiction,2,269.86,539.72,5%,11-27-2024,Credit Card
12320,2918,Beauty,Lipstick,6,399.76,2398.56,5%,06-14-2023,bank transfer
12321,2401,Books,Comics,2,299.92,599.84,15%,02-20-2024,PayPal
12322,2906,Books,Fiction,4,160.7,642.8,10%,09-01-2023,PayPal
12323,2886,Beauty,Perfume,8,282.75,2262.0,15%,02-14-2024,credit_card
12324,2705,Home & Kitchen,Vacuum Cleaner,7,269.09,1883.6299999999999,10%,01-17-2025,bank transfer
12325,2022,Beauty,Lipstick,9,412.61,3713.4900000000002,5%,2024-10-19,credit_card
12326,2474,Books,Fiction,7,490.95,3436.65,15%,2023-09-15,BANK_TRANSFER
12327,2120,Toys,Doll,1,208.47,208.47,10%,2025-03-08,PayPal
12328,2210,Toys,Action Figure,2,382.88,765.76,15%,2023-04-26,bank transfer
12329,2306,Toys,Lego,6,54.38,326.28000000000003,10%,2024-02-14,PayPal
12330,2270,Home & Kitchen,Vacuum Cleaner,7,389.53,2726.71,15%,06/10/2024,BANK_TRANSFER
12331,2704,Electronics,Headphones,3,188.85,566.55,5%,2024-11-20,paypal
12332,2687,Beauty,Skincare Set,9,24.5,220.5,15%,09-02-2024,BANK_TRANSFER
12333,2285,Toys,Lego,7,184.81,1293.67,,2024-04-13,credit_card
12334,2716,Beauty,Skincare Set,6,307.27,1843.62,5%,01-19-2024,credit_card
12335,2676,Toys,Doll,6,64.03,384.18,10%,03/06/2024,PayPal
12336,2763,Home & Kitchen,Microwave,1,462.4,462.4,0%,09-07-2023,credit_card
12337,2227,Electronics,Headphones,5,43.45,217.25,10%,15/03/2024,bank transfer
12338,2948,Electronics,Smartphone,10,465.35,4653.5,15%,09-08-2024,BANK_TRANSFER
12339,2381,Toys,Board Game,3,355.03,1065.09,,2024-07-17,PayPal
12340,2460,Home & Kitchen,Vacuum Cleaner,7,168.21,1177.47,15%,02-22-2025,BANK_TRANSFER
12341,2007,Clothing,Jacket,10,198.42,1984.1999999999998,10%,01/05/2024,BANK_TRANSFER
12342,2029,Beauty,Perfume,3,371.7,1115.1,10%,10-15-2024,PayPal
12343,2907,Beauty,Skincare Set,5,302.73,,10%,28/10/2023,paypal
12344,2033,Books,Fiction,7,337.46,2362.22,5%,02-23-2024,credit_card
12345,2646,Home & Kitchen,Vacuum Cleaner,3,197.64,592.92,10%,10/07/2024,Credit Card
12346,2879,Books,Fiction,10,246.47,2464.7,15%,26/11/2024,Credit Card
12347,2079,Toys,Action Figure,2,494.98,989.96,5%,01/11/2024,Credit Card
12348,2928,Books,Biography,6,110.89,665.34,,2024-02-01,credit_card
12349,2947,Electronics,Laptop,8,211.84,1694.72,0%,2024-11-04,paypal
12350,2459,Beauty,Foundation,4,149.45,597.8,,08-23-2023,BANK_TRANSFER
12351,2570,Books,Non-Fiction,9,383.73,3453.57,10%,03-25-2023,PayPal
12352,2983,Electronics,Tablet,8,383.19,3065.52,5%,21/05/2023,paypal
12353,2538,Home & Kitchen,Microwave,7,149.76,1048.32,5%,11/01/2024,Credit Card
12354,2482,Books,Biography,7,45.29,317.03,10%,09/02/2024,bank transfer
12355,2430,Toys,Board Game,3,10.66,31.98,15%,2025-03-03,credit_card
12356,2738,Toys,Action Figure,6,216.59,1299.54,0%,31/03/2024,credit_card
12357,2285,Toys,Action Figure,5,208.12,1040.6,10%,2023-07-05,PayPal
12358,2516,Beauty,Foundation,1,494.25,494.25,10%,01/11/2023,bank transfer
12359,2977,Books,Comics,3,237.55,712.6500000000001,10%,02-20-2025,BANK_TRANSFER
12360,2099,Home & Kitchen,Vacuum Cleaner,1,131.93,131.93,15%,31/07/2024,paypal
12361,2397,Books,Comics,4,446.16,1784.64,,2023-09-08,bank transfer
12362,2489,Beauty,Perfume,10,248.08,2480.8,10%,10/01/2025,paypal
12363,2039,Electronics,Smartphone,3,301.59,904.77,5%,14/04/2023,paypal
12364,2271,Beauty,Foundation,4,52.36,209.44,,2025-03-09,BANK_TRANSFER
12365,2887,Toys,Doll,9,194.54,1750.86,5%,2024-08-15,BANK_TRANSFER
12366,2797,Electronics,Tablet,3,472.39,1417.17,15%,26/03/2024,BANK_TRANSFER
12367,2157,Toys,Action Figure,6,296.81,1780.8600000000001,10%,13/06/2024,PayPal
12368,2075,Clothing,Jeans,6,175.53,1053.18,5%,2024-11-26,credit_card
12369,2884,Beauty,Perfume,7,314.71,2202.97,5%,25/03/2024,Credit Card
12370,2800,Beauty,Perfume,9,455.65,4100.849999999999,15%,01-14-2024,BANK_TRANSFER
12371,2130,Home & Kitchen,Blender,7,140.63,984.41,10%,23/05/2024,credit_card
12372,2687,Books,Fiction,1,255.03,255.03,10%,2023-10-09,BANK_TRANSFER
12373,2974,Electronics,Tablet,8,479.55,3836.4,5%,15/03/2024,Credit Card
12374,2084,Electronics,Tablet,5,90.34,451.70000000000005,5%,09-23-2024,bank transfer
12375,2022,Home & Kitchen,Microwave,9,361.23,3251.07,0%,2023-10-28,BANK_TRANSFER
12376,2459,Home & Kitchen,Cookware,10,309.17,3091.7000000000003,0%,2025-01-24,credit_card
12377,2539,Books,Comics,5,341.44,1707.2,10%,11-06-2024,PayPal
12378,2707,Toys,Doll,5,178.85,894.25,0%,02-26-2024,bank transfer
12379,2849,Books,Non-Fiction,2,160.37,320.74,10%,06-11-2023,bank transfer
12380,2382,Beauty,Perfume,3,343.68,1031.04,5%,2023-03-29,bank transfer
12381,2748,Toys,Doll,10,111.69,1116.9,15%,05-08-2024,Credit Card
12382,2440,Clothing,Sneakers,9,212.73,1914.57,10%,2023-08-10,credit_card
12383,2604,Books,Non-Fiction,7,98.15,687.0500000000001,10%,2023-09-27,paypal
12384,2989,Home & Kitchen,Microwave,1,9.11,9.11,5%,23/02/2024,paypal
12385,2021,Toys,Doll,3,485.18,1455.54,15%,01/12/2023,paypal
12386,2303,Books,Non-Fiction,2,218.69,437.38,5%,27/11/2023,PayPal
12387,2976,Electronics,Laptop,1,484.83,484.83,5%,25/12/2024,BANK_TRANSFER
12388,2869,Clothing,Sneakers,9,74.46,670.14,0%,05-30-2023,BANK_TRANSFER
12389,2955,Beauty,Perfume,8,295.75,2366.0,15%,08-17-2023,BANK_TRANSFER
12390,2084,Electronics,Smartphone,5,104.48,522.4,15%,2024-07-27,PayPal
12391,2774,Electronics,Laptop,2,396.09,792.18,5%,02/11/2023,paypal
12392,2659,Clothing,Jeans,1,392.93,392.93,10%,09-09-2024,bank transfer
12393,2953,Beauty,Perfume,7,60.74,425.18,10%,07-04-2023,BANK_TRANSFER
12394,2453,Home & Kitchen,Vacuum Cleaner,2,456.47,912.94,15%,08/11/2024,bank transfer
12395,2387,Toys,Action Figure,1,101.34,101.34,15%,05-05-2023,bank transfer
12396,2507,Beauty,Foundation,2,308.42,616.84,,06-08-2024,PayPal
12397,2257,Books,Comics,7,492.89,3450.23,10%,09-16-2024,PayPal
12398,2570,Electronics,Headphones,7,441.79,3092.53,10%,2024-06-03,credit_card
12399,2892,Books,Fiction,10,478.5,4785.0,10%,22/10/2023,BANK_TRANSFER
12400,2934,Home & Kitchen,Microwave,6,174.59,1047.54,10%,10-04-2024,paypal
12401,2527,Books,Biography,5,57.26,286.3,5%,15/07/2024,Credit Card
12402,2162,Beauty,Lipstick,3,98.23,294.69,,05-29-2024,PayPal
12403,2957,Books,Fiction,3,252.74,758.22,5%,02-21-2024,bank transfer
12404,2163,Home & Kitchen,Microwave,9,397.65,3578.85,5%,08-18-2024,credit_card
12405,2832,Home & Kitchen,Cookware,4,79.33,317.32,15%,20/10/2024,Credit Card
12406,2793,Home & Kitchen,Cookware,9,331.57,2984.13,10%,09-21-2024,PayPal
12407,2792,Beauty,Lipstick,4,165.17,660.68,0%,2024-04-05,credit_card
12408,2524,Home & Kitchen,Blender,2,173.9,347.8,15%,21/01/2024,bank transfer
12409,2786,Electronics,Tablet,4,332.65,1330.6,10%,01-05-2024,BANK_TRANSFER
12410,2271,Home & Kitchen,Microwave,6,236.16,1416.96,15%,11/07/2023,credit_card
12411,2492,Books,Biography,6,406.96,2441.7599999999998,5%,01-11-2025,PayPal
12412,2208,Toys,Lego,5,82.18,410.90000000000003,10%,07/09/2023,BANK_TRANSFER
12413,2539,Books,Comics,1,396.02,396.02,10%,03/11/2023,bank transfer
12414,2584,Toys,Lego,3,36.8,110.39999999999999,5%,22/10/2024,paypal
12415,2060,Books,Comics,5,101.06,505.3,10%,13/12/2024,credit_card
12416,2430,Beauty,Lipstick,6,329.79,1978.7400000000002,10%,02-05-2025,Credit Card
12417,2985,Books,Comics,1,428.19,428.19,5%,02-26-2024,bank transfer
