Transaction_ID,Customer_ID,Region,Product_Category,Product_Name,Quantity,Unit_Price ($),Total_Sales ($),Transaction_Date,Payment_Method
16015,3893,South,Clothing,Sneakers,10,89.47,894.7,2024-03-17,PayPal
16016,3752,East,Clothing,Jacket,5,19.19,95.95,2023-07-13,Bank Transfer
16017,2674,East,Home & Kitchen,Vacuum Cleaner,1,486.04,486.04,2023-10-11,Credit Card
16018,3152,South,Clothing,Jacket,8,490.41,3923.28,2025-01-06,Bank Transfer
16019,4362,North,Home & Kitchen,Vacuum Cleaner,10,132.56,1325.6,2023-08-06,PayPal
16020,2332,South,Clothing,T-Shirt,2,9.63,19.26,2024-05-04,PayPal
16021,3174,South,Beauty,Skincare Set,3,324.73,974.19,2024-04-14,Bank Transfer
16022,4040,West,Beauty,Lipstick,3,325.99,977.97,2024-01-16,PayPal
16023,3478,East,Electronics,Laptop,4,470.48,1881.92,2024-07-13,Credit Card
16024,2036,North,Clothing,Jeans,7,152.74,1069.18,2023-08-05,PayPal
16025,3709,East,Electronics,Tablet,9,98.8,889.2,2024-05-08,Bank Transfer
16026,3444,South,Home & Kitchen,Cookware,3,310.11,930.33,2023-11-24,Credit Card
16027,4254,North,Electronics,Laptop,1,284.02,284.02,2024-05-13,PayPal
16028,4687,North,Clothing,Jeans,10,360.28,3602.8,2024-12-19,Bank Transfer
16029,4896,North,Home & Kitchen,Blender,1,443.14,443.14,2023-11-29,PayPal
16030,3380,North,Home & Kitchen,Vacuum Cleaner,6,282.07,1692.42,2024-01-07,Bank Transfer
16031,2440,West,Beauty,Foundation,5,79.29,396.45,2025-02-28,PayPal
16032,4777,North,Home & Kitchen,Vacuum Cleaner,10,301.07,3010.7,2023-11-15,PayPal
16033,3120,South,Home & Kitchen,Blender,7,190.18,1331.26,2024-10-03,Credit Card
16034,4989,West,Electronics,Tablet,7,229.1,1603.7,2025-02-10,Credit Card
16035,2164,South,Toys,Doll,3,479.94,1439.82,2025-02-28,PayPal
16036,2148,South,Home & Kitchen,Microwave,7,279.7,1957.9,2023-12-16,Bank Transfer
16037,4342,East,Books,Non-Fiction,9,79.08,711.72,2025-01-10,Bank Transfer
16038,2195,North,Toys,Doll,8,224.36,1794.88,2024-08-05,PayPal
16039,2663,North,Beauty,Lipstick,3,118.07,354.21,2023-06-17,PayPal
16040,2480,South,Beauty,Lipstick,10,72.06,720.6,2025-02-18,Credit Card
16041,2123,North,Home & Kitchen,Vacuum Cleaner,5,357.56,1787.8,2025-02-23,PayPal
16042,3424,West,Electronics,Headphones,8,316.14,2529.12,2023-11-22,PayPal
16043,4747,East,Toys,Doll,2,251.41,502.82,2023-11-17,Bank Transfer
16044,2965,North,Beauty,Foundation,7,214.5,1501.5,2025-02-08,Credit Card
16045,4709,North,Beauty,Skincare Set,10,164.5,1645.0,2023-04-18,Credit Card
16046,3779,West,Books,Fiction,10,48.56,485.6,2023-11-27,PayPal
16047,3486,East,Home & Kitchen,Vacuum Cleaner,7,153.14,1071.98,2024-11-14,Credit Card
16048,4015,West,Toys,Doll,8,420.01,3360.08,2023-04-13,Bank Transfer
16049,2710,South,Beauty,Lipstick,1,392.92,392.92,2024-11-27,PayPal
16050,4444,South,Beauty,Skincare Set,8,486.3,3890.4,2024-03-11,PayPal
16051,2912,North,Beauty,Lipstick,1,329.75,329.75,2024-01-04,Bank Transfer
16052,3361,East,Beauty,Skincare Set,3,279.05,837.15,2024-11-18,Credit Card
16053,4365,South,Electronics,Smartphone,9,151.54,1363.86,2023-11-09,Credit Card
16054,3735,West,Clothing,Jeans,4,43.05,172.2,2024-02-23,Bank Transfer
16055,3824,South,Books,Fiction,10,310.92,3109.2,2024-02-03,Bank Transfer
16056,3580,South,Electronics,Smartphone,9,246.64,2219.76,2024-09-11,Bank Transfer
16057,2681,West,Books,Fiction,1,380.74,380.74,2024-06-03,Bank Transfer
16058,3334,North,Beauty,Skincare Set,8,208.87,1670.96,2025-02-07,Credit Card
16059,4543,East,Books,Non-Fiction,3,492.85,1478.55,2024-06-24,Credit Card
16060,2556,North,Home & Kitchen,Vacuum Cleaner,7,201.82,1412.74,2023-08-26,Bank Transfer
16061,2610,West,Home & Kitchen,Blender,2,169.87,339.74,2025-02-01,Bank Transfer
16062,4157,South,Clothing,Jeans,7,436.14,3052.98,2023-04-20,PayPal
16063,2372,East,Clothing,Jacket,7,200.78,1405.46,2024-09-10,PayPal
16064,4903,North,Books,Non-Fiction,9,436.09,3924.81,2025-03-04,Credit Card
16065,2616,West,Electronics,Tablet,2,18.54,37.08,2023-04-04,PayPal
16066,4816,South,Electronics,Tablet,8,347.83,2782.64,2024-08-20,PayPal
16067,3915,South,Beauty,Lipstick,5,40.57,202.85,2023-07-25,PayPal
16068,4254,North,Electronics,Laptop,10,78.38,783.8,2023-11-23,Credit Card
16069,2847,West,Clothing,Jeans,9,351.54,3163.86,2023-05-28,PayPal
16070,2043,South,Electronics,Headphones,8,148.41,1187.28,2023-08-02,Bank Transfer
16071,2865,South,Beauty,Perfume,3,109.16,327.48,2024-09-19,Credit Card
16072,3269,East,Home & Kitchen,Vacuum Cleaner,3,401.76,1205.28,2024-08-25,PayPal
16073,3379,South,Electronics,Laptop,10,473.39,4733.9,2024-02-28,Credit Card
16074,2785,North,Electronics,Laptop,8,120.03,960.24,2024-02-11,PayPal
16075,2476,West,Clothing,Jeans,9,162.01,1458.09,2024-10-27,Credit Card
16076,2083,West,Books,Non-Fiction,2,358.47,716.94,2023-05-03,Bank Transfer
16077,3134,East,Home & Kitchen,Vacuum Cleaner,3,408.57,1225.71,2025-01-16,PayPal
16078,4238,West,Books,Biography,8,499.59,3996.72,2024-08-31,PayPal
16079,2800,North,Beauty,Skincare Set,2,140.32,280.64,2023-04-03,Credit Card
16080,2936,South,Beauty,Foundation,8,280.53,2244.24,2024-03-02,Bank Transfer
16081,4299,East,Books,Biography,5,71.34,356.7,2024-11-17,PayPal
16082,4339,West,Clothing,T-Shirt,6,168.77,1012.62,2024-10-16,Bank Transfer
16083,3669,East,Toys,Board Game,10,27.26,272.6,2023-04-12,PayPal
16084,2326,East,Clothing,Sneakers,4,109.37,437.48,2023-11-08,Bank Transfer
16085,3535,West,Toys,Lego,3,255.74,767.22,2023-06-16,PayPal
16086,3986,East,Toys,Doll,8,86.06,688.48,2024-01-03,Credit Card
16087,3965,West,Clothing,T-Shirt,9,445.24,4007.16,2023-08-23,Credit Card
16088,2837,North,Toys,Doll,8,356.6,2852.8,2025-03-04,Bank Transfer
16089,2508,West,Toys,Board Game,9,18.73,168.57,2024-06-28,PayPal
16090,4779,South,Toys,Action Figure,1,438.97,438.97,2024-09-11,PayPal
16091,4120,West,Home & Kitchen,Blender,5,488.77,2443.85,2023-08-15,Bank Transfer
16092,3271,South,Beauty,Lipstick,7,253.42,1773.94,2023-08-23,PayPal
16093,2641,East,Toys,Board Game,8,160.73,1285.84,2024-07-09,Credit Card
16094,4988,West,Beauty,Lipstick,2,135.41,270.82,2024-07-24,PayPal
16095,3879,South,Beauty,Foundation,4,48.27,193.08,2023-10-03,Credit Card
16096,2608,West,Home & Kitchen,Vacuum Cleaner,7,248.35,1738.45,2024-12-29,Bank Transfer
16097,3959,West,Beauty,Lipstick,5,29.82,149.1,2024-12-27,PayPal
16098,2566,West,Books,Fiction,1,254.4,254.4,2023-06-07,Bank Transfer
16099,3368,North,Electronics,Headphones,2,130.01,260.02,2023-06-01,Credit Card
16100,4102,South,Home & Kitchen,Blender,5,240.83,1204.15,2023-07-22,Bank Transfer
16101,3754,North,Electronics,Headphones,6,212.1,1272.6,2025-01-24,Bank Transfer
16102,4576,North,Books,Comics,1,156.03,156.03,2025-01-18,PayPal
16103,4659,South,Clothing,Sneakers,3,227.08,681.24,2025-02-23,Bank Transfer
16104,3582,West,Clothing,T-Shirt,6,239.65,1437.9,2023-11-13,Bank Transfer
16105,3987,North,Toys,Action Figure,6,417.68,2506.08,2024-12-29,PayPal
16106,4241,North,Clothing,Jeans,7,334.56,2341.92,2023-07-22,Bank Transfer
16107,4106,North,Home & Kitchen,Microwave,10,219.41,2194.1,2024-04-01,Credit Card
16108,2129,West,Clothing,T-Shirt,3,453.09,1359.27,2024-05-25,PayPal
16109,3873,North,Home & Kitchen,Microwave,1,379.09,379.09,2024-10-01,Credit Card
16110,2706,East,Home & Kitchen,Blender,7,42.48,297.36,2024-09-10,PayPal
16111,2852,South,Electronics,Laptop,3,81.1,243.3,2023-07-09,Bank Transfer
16112,2008,East,Clothing,Jeans,5,45.43,227.15,2025-03-13,Credit Card
16113,4077,West,Beauty,Skincare Set,4,162.84,651.36,2024-09-02,Credit Card
16114,3136,North,Clothing,Jeans,1,220.65,220.65,2023-12-20,Credit Card
16115,4995,South,Clothing,Sneakers,7,254.6,1782.2,2024-05-19,Bank Transfer
16116,4179,North,Clothing,T-Shirt,4,426.45,1705.8,2023-06-23,Credit Card
16117,4236,West,Toys,Lego,1,13.89,13.89,2024-03-05,Credit Card
16118,3699,South,Beauty,Foundation,6,217.0,1302.0,2023-11-21,Bank Transfer
16119,4757,East,Beauty,Perfume,4,208.44,833.76,2023-07-29,Bank Transfer
16120,3499,South,Home & Kitchen,Blender,4,474.0,1896.0,2024-04-27,Bank Transfer
16121,4260,North,Beauty,Skincare Set,2,124.31,248.62,2024-11-23,Credit Card
16122,3645,South,Home & Kitchen,Cookware,1,65.59,65.59,2024-12-27,Credit Card
16123,2276,West,Electronics,Smartphone,3,75.42,226.26,2023-05-30,Credit Card
16124,3703,West,Home & Kitchen,Blender,10,262.47,2624.7,2024-04-12,PayPal
16125,3796,South,Clothing,Sneakers,5,198.5,992.5,2025-02-18,Credit Card
16126,2243,West,Books,Non-Fiction,9,378.3,3404.7,2024-08-05,Credit Card
16127,4733,West,Books,Comics,7,164.98,1154.86,2024-11-06,PayPal
16128,2171,West,Toys,Lego,4,68.34,273.36,2024-11-17,PayPal
16129,2653,East,Clothing,Jacket,8,196.5,1572.0,2024-07-06,Credit Card
16130,3933,North,Home & Kitchen,Vacuum Cleaner,4,442.1,1768.4,2025-01-06,PayPal
16131,4236,West,Clothing,Sneakers,6,205.74,1234.44,2023-03-28,Credit Card
16132,3110,South,Toys,Board Game,1,417.65,417.65,2024-06-01,Bank Transfer
16133,3500,West,Beauty,Perfume,6,188.91,1133.46,2024-01-03,Bank Transfer
16134,4100,East,Home & Kitchen,Blender,10,144.29,1442.9,2023-08-25,Bank Transfer
16135,4159,South,Clothing,Jacket,5,388.56,1942.8,2024-01-16,Bank Transfer
16136,3973,North,Beauty,Skincare Set,2,108.57,217.14,2025-01-01,PayPal
16137,4925,South,Toys,Board Game,1,119.76,119.76,2024-01-17,Credit Card
16138,3067,South,Beauty,Lipstick,6,29.66,177.96,2023-08-29,PayPal
16139,4259,South,Home & Kitchen,Blender,2,97.98,195.96,2024-12-09,Bank Transfer
16140,4036,South,Toys,Doll,9,192.51,1732.59,2023-06-01,Bank Transfer
16141,2858,West,Toys,Lego,9,202.79,1825.11,2023-07-11,Credit Card
16142,4675,North,Toys,Doll,1,213.21,213.21,2024-07-16,PayPal
16143,3050,West,Electronics,Laptop,5,242.45,1212.25,2024-09-21,Bank Transfer
16144,2299,East,Toys,Board Game,8,288.1,2304.8,2025-01-03,PayPal
16145,2924,East,Electronics,Tablet,4,98.77,395.08,2024-05-30,Credit Card
16146,2137,South,Beauty,Foundation,3,308.9,926.7,2024-11-08,Credit Card
16147,3044,West,Electronics,Laptop,5,171.59,857.95,2024-04-05,PayPal
16148,4488,West,Beauty,Foundation,5,368.34,1841.7,2024-10-18,Credit Card
16149,2211,North,Electronics,Headphones,8,280.82,2246.56,2023-03-26,PayPal
16150,4800,North,Beauty,Foundation,6,279.36,1676.16,2024-03-24,PayPal
16151,3575,North,Beauty,Skincare Set,2,344.32,688.64,2024-01-06,PayPal
16152,4483,West,Toys,Action Figure,1,169.84,169.84,2023-05-20,Bank Transfer
16153,2780,North,Toys,Doll,3,217.47,652.41,2024-02-02,Bank Transfer
16154,3231,North,Beauty,Perfume,2,293.53,587.06,2025-01-23,PayPal
16155,4487,North,Toys,Action Figure,4,213.67,854.68,2024-09-06,Credit Card
16156,3803,South,Beauty,Lipstick,3,224.91,674.73,2023-09-26,Credit Card
16157,4714,East,Toys,Action Figure,9,139.88,1258.92,2023-04-18,Bank Transfer
16158,3066,East,Books,Comics,5,147.26,736.3,2024-12-14,PayPal
16159,2411,West,Electronics,Headphones,4,350.98,1403.92,2024-11-10,Bank Transfer
16160,4854,West,Beauty,Perfume,10,7.12,71.2,2023-03-25,PayPal
16161,4658,South,Clothing,T-Shirt,9,52.17,469.53,2023-06-21,Credit Card
16162,2427,East,Toys,Doll,4,474.66,1898.64,2023-04-03,Credit Card
16163,3472,North,Toys,Doll,6,97.57,585.42,2023-12-01,Bank Transfer
16164,4950,North,Home & Kitchen,Vacuum Cleaner,10,211.97,2119.7,2024-06-12,Credit Card
16165,2942,West,Clothing,Jacket,1,425.59,425.59,2024-02-12,PayPal
16166,3908,East,Clothing,Sneakers,2,5.05,10.1,2023-07-11,Credit Card
16167,2742,West,Books,Non-Fiction,4,462.96,1851.84,2023-03-21,Credit Card
16168,3393,West,Electronics,Tablet,9,31.48,283.32,2023-04-22,Bank Transfer
16169,3244,North,Books,Biography,6,89.58,537.48,2023-10-15,PayPal
16170,3601,North,Electronics,Headphones,6,19.41,116.46,2023-04-04,Bank Transfer
16171,3256,East,Beauty,Foundation,9,262.16,2359.44,2023-04-21,Bank Transfer
16172,2328,West,Books,Non-Fiction,4,471.83,1887.32,2023-07-17,Credit Card
16173,3467,South,Home & Kitchen,Blender,3,420.32,1260.96,2023-09-16,PayPal
16174,4100,East,Electronics,Smartphone,7,321.68,2251.76,2025-01-01,PayPal
16175,3967,West,Books,Fiction,7,96.82,677.74,2023-11-05,Bank Transfer
16176,2376,East,Home & Kitchen,Microwave,9,435.45,3919.05,2023-08-13,Bank Transfer
16177,2263,East,Clothing,Jacket,6,378.61,2271.66,2024-10-27,Credit Card
16178,2267,East,Toys,Doll,2,137.09,274.18,2025-02-09,PayPal
16179,4407,South,Beauty,Lipstick,6,403.52,2421.12,2023-09-07,PayPal
16180,3945,South,Beauty,Perfume,8,439.19,3513.52,2023-10-21,Credit Card
16181,3894,North,Clothing,Jeans,6,350.62,2103.72,2024-04-01,Bank Transfer
16182,3902,North,Books,Non-Fiction,9,54.69,492.21,2024-02-20,PayPal
16183,4700,West,Toys,Lego,4,492.2,1968.8,2023-11-08,Credit Card
16184,3653,East,Clothing,T-Shirt,3,42.62,127.86,2023-04-07,Bank Transfer
16185,3445,West,Home & Kitchen,Microwave,5,328.96,1644.8,2024-06-24,Credit Card
16186,2046,North,Toys,Action Figure,3,59.71,179.13,2024-05-17,PayPal
16187,2600,South,Electronics,Headphones,2,453.18,906.36,2024-09-23,Bank Transfer
16188,2720,North,Books,Biography,2,178.24,356.48,2023-05-01,Credit Card
16189,3913,West,Toys,Lego,4,258.19,1032.76,2024-06-28,Credit Card
16190,3293,North,Electronics,Tablet,3,93.49,280.47,2024-12-02,Credit Card
16191,2601,West,Clothing,Jeans,9,275.55,2479.95,2024-03-19,PayPal
16192,2381,West,Beauty,Foundation,7,469.73,3288.11,2024-03-30,PayPal
16193,2118,West,Toys,Action Figure,6,451.31,2707.86,2024-01-16,PayPal
16194,4164,West,Toys,Doll,10,36.63,366.3,2025-01-02,Credit Card
16195,2260,North,Electronics,Headphones,8,192.24,1537.92,2024-11-10,PayPal
16196,3099,West,Electronics,Headphones,9,137.38,1236.42,2023-11-26,Credit Card
16197,3504,West,Beauty,Skincare Set,3,243.27,729.81,2024-06-01,Credit Card
16198,4353,East,Electronics,Tablet,10,417.7,4177.0,2024-04-03,Credit Card
16199,4055,West,Electronics,Laptop,7,370.73,2595.11,2024-01-06,Bank Transfer
16200,2366,North,Toys,Action Figure,9,175.27,1577.43,2024-05-31,Credit Card
16201,3658,West,Beauty,Perfume,1,194.42,194.42,2024-06-05,PayPal
16202,4571,South,Beauty,Skincare Set,10,328.86,3288.6,2023-12-07,Credit Card
16203,3462,South,Toys,Lego,9,101.14,910.26,2023-09-29,PayPal
16204,4025,West,Clothing,Sneakers,7,55.85,390.95,2024-10-17,Bank Transfer
16205,4477,South,Clothing,Jeans,10,125.08,1250.8,2023-09-22,Bank Transfer
16206,2791,South,Toys,Board Game,4,66.4,265.6,2024-09-27,Credit Card
16207,2747,North,Electronics,Laptop,6,179.23,1075.38,2024-10-10,PayPal
16208,4415,East,Books,Comics,6,469.1,2814.6,2024-05-29,Bank Transfer
16209,2313,South,Clothing,T-Shirt,6,64.55,387.3,2024-05-22,Bank Transfer
16210,2538,South,Clothing,Jeans,2,410.07,820.14,2023-05-01,Bank Transfer
16211,2921,East,Toys,Lego,5,269.65,1348.25,2024-02-25,PayPal
16212,3078,East,Toys,Action Figure,7,318.29,2228.03,2024-05-29,Credit Card
16213,3491,South,Books,Fiction,6,89.19,535.14,2024-11-06,Credit Card
16214,4913,West,Books,Biography,3,79.93,239.79,2023-07-07,Bank Transfer
16215,4830,South,Beauty,Skincare Set,5,85.56,427.8,2024-04-25,Credit Card
16216,4382,West,Toys,Action Figure,8,335.2,2681.6,2023-05-10,Bank Transfer
16217,2798,West,Clothing,T-Shirt,5,375.16,1875.8,2025-02-01,PayPal
16218,2348,West,Home & Kitchen,Cookware,10,460.52,4605.2,2024-07-08,Credit Card
16219,2273,East,Home & Kitchen,Vacuum Cleaner,3,202.11,606.33,2024-07-31,PayPal
16220,2720,South,Electronics,Laptop,9,233.67,2103.03,2024-01-07,Credit Card
16221,3774,South,Clothing,Sneakers,3,237.45,712.35,2024-01-25,PayPal
16222,4548,North,Home & Kitchen,Blender,2,138.6,277.2,2024-01-29,PayPal
16223,2685,East,Clothing,Sneakers,6,167.48,1004.88,2025-01-24,Credit Card
16224,4127,North,Toys,Lego,8,424.18,3393.44,2024-12-13,Bank Transfer
16225,2622,North,Clothing,T-Shirt,6,175.14,1050.84,2023-08-17,Bank Transfer
16226,4040,West,Home & Kitchen,Cookware,1,435.2,435.2,2024-04-03,PayPal
16227,2947,East,Clothing,Sneakers,8,156.11,1248.88,2025-01-16,PayPal
16228,4406,North,Books,Non-Fiction,1,173.24,173.24,2023-08-31,Bank Transfer
16229,4666,South,Electronics,Smartphone,9,282.34,2541.06,2024-06-14,Credit Card
16230,2507,North,Beauty,Foundation,8,56.05,448.4,2024-12-16,Credit Card
16231,3583,East,Home & Kitchen,Vacuum Cleaner,6,461.42,2768.52,2023-08-03,PayPal
16232,4624,South,Toys,Doll,2,411.1,822.2,2024-06-05,Credit Card
16233,2244,South,Beauty,Perfume,9,336.9,3032.1,2024-06-18,PayPal
16234,2506,South,Electronics,Headphones,8,494.12,3952.96,2023-08-08,Credit Card
16235,2422,West,Books,Non-Fiction,4,12.92,51.68,2023-05-01,PayPal
16236,4265,South,Books,Non-Fiction,2,208.47,416.94,2024-03-30,Credit Card
16237,3873,West,Books,Non-Fiction,6,429.88,2579.28,2024-11-28,PayPal
16238,3193,West,Books,Comics,1,219.34,219.34,2023-12-10,Bank Transfer
16239,2330,North,Home & Kitchen,Microwave,7,7.59,53.13,2024-01-25,Bank Transfer
16240,2650,North,Home & Kitchen,Blender,1,83.09,83.09,2024-07-17,Bank Transfer
16241,3465,South,Clothing,Jacket,6,219.87,1319.22,2023-05-01,Bank Transfer
16242,2391,East,Toys,Doll,5,335.63,1678.15,2023-09-15,PayPal
16243,3520,South,Clothing,Jacket,10,85.51,855.1,2024-01-10,Credit Card
16244,2381,North,Toys,Board Game,3,226.78,680.34,2024-07-12,PayPal
16245,2742,South,Electronics,Tablet,6,11.33,67.98,2023-06-24,PayPal
16246,4011,North,Clothing,Jacket,4,241.36,965.44,2024-01-03,PayPal
16247,2820,South,Electronics,Tablet,6,448.48,2690.88,2024-03-02,Credit Card
16248,2673,East,Electronics,Laptop,4,300.4,1201.6,2023-12-31,PayPal
16249,4561,South,Electronics,Headphones,1,223.12,223.12,2023-11-18,Bank Transfer
16250,3772,East,Books,Fiction,5,85.32,426.6,2023-03-25,Bank Transfer
16251,4997,East,Beauty,Skincare Set,8,105.2,841.6,2024-03-25,PayPal
16252,3212,South,Beauty,Skincare Set,6,42.87,257.22,2025-01-18,Bank Transfer
16253,2930,East,Home & Kitchen,Cookware,10,372.49,3724.9,2024-06-16,Bank Transfer
16254,3540,East,Electronics,Smartphone,9,43.18,388.62,2024-11-30,Credit Card
16255,2913,North,Books,Non-Fiction,4,195.05,780.2,2023-12-07,PayPal
16256,2644,North,Clothing,Jeans,10,376.17,3761.7,2024-06-02,PayPal
16257,2427,East,Clothing,Jacket,9,357.85,3220.65,2023-05-21,Bank Transfer
16258,2502,West,Home & Kitchen,Microwave,8,290.88,2327.04,2024-08-22,PayPal
16259,2730,South,Home & Kitchen,Blender,3,287.8,863.4,2024-01-23,PayPal
16260,3284,East,Electronics,Tablet,6,49.71,298.26,2023-09-02,Bank Transfer
16261,4119,South,Electronics,Smartphone,4,91.58,366.32,2025-01-23,Bank Transfer
16262,4526,North,Clothing,Sneakers,1,269.7,269.7,2024-02-08,PayPal
16263,2457,South,Clothing,Jacket,9,177.3,1595.7,2023-11-30,Credit Card
16264,4237,East,Clothing,Jeans,4,14.37,57.48,2024-10-24,Bank Transfer
16265,2291,East,Clothing,Jeans,5,400.09,2000.45,2024-12-07,PayPal
16266,2920,East,Beauty,Lipstick,3,328.64,985.92,2024-07-04,Bank Transfer
16267,4340,East,Electronics,Tablet,4,166.26,665.04,2024-10-22,PayPal
16268,3970,West,Electronics,Laptop,9,53.61,482.49,2024-02-28,PayPal
16269,2756,West,Clothing,T-Shirt,7,297.64,2083.48,2024-07-05,Credit Card
16270,3659,West,Books,Fiction,8,177.53,1420.24,2024-09-05,Bank Transfer
16271,3835,East,Clothing,Jeans,3,131.42,394.26,2024-10-08,Credit Card
16272,3307,West,Toys,Lego,3,362.13,1086.39,2024-10-21,Bank Transfer
16273,3568,South,Home & Kitchen,Blender,7,167.43,1172.01,2024-08-02,Credit Card
16274,3870,East,Toys,Board Game,8,72.34,578.72,2024-03-14,Bank Transfer
16275,2377,North,Books,Non-Fiction,5,243.42,1217.1,2023-05-24,Credit Card
16276,3180,East,Home & Kitchen,Blender,1,415.09,415.09,2023-09-13,Credit Card
16277,2508,South,Books,Fiction,3,425.58,1276.74,2024-11-30,Bank Transfer
16278,3437,West,Home & Kitchen,Microwave,5,425.42,2127.1,2024-09-19,Credit Card
16279,4576,East,Clothing,Sneakers,3,213.36,640.08,2023-04-28,Credit Card
16280,2559,West,Clothing,Jacket,1,396.51,396.51,2023-07-05,Bank Transfer
16281,4308,East,Books,Fiction,7,425.86,2981.02,2024-12-26,Bank Transfer
16282,2421,South,Home & Kitchen,Vacuum Cleaner,1,232.47,232.47,2023-08-08,PayPal
16283,3553,East,Beauty,Foundation,10,162.78,1627.8,2023-08-31,Bank Transfer
16284,2304,West,Books,Biography,6,352.47,2114.82,2024-08-23,PayPal
16285,2942,West,Books,Comics,6,452.71,2716.26,2024-06-13,Credit Card
16286,4590,South,Toys,Lego,7,486.22,3403.54,2024-08-30,Bank Transfer
16287,3302,East,Electronics,Tablet,1,148.66,148.66,2024-11-15,PayPal
16288,3090,North,Books,Biography,3,478.3,1434.9,2024-04-15,Bank Transfer
16289,4156,East,Beauty,Skincare Set,9,252.14,2269.26,2024-01-08,PayPal
16290,4316,South,Clothing,Jacket,2,156.49,312.98,2024-03-08,PayPal
16291,4270,North,Home & Kitchen,Blender,5,494.26,2471.3,2024-12-27,Bank Transfer
16292,3828,South,Electronics,Tablet,3,439.51,1318.53,2024-08-20,Credit Card
16293,3554,East,Home & Kitchen,Vacuum Cleaner,5,347.75,1738.75,2023-08-24,Credit Card
16294,2693,North,Clothing,Jeans,7,448.0,3136.0,2023-09-21,PayPal
16295,2255,South,Books,Non-Fiction,1,342.34,342.34,2024-12-15,PayPal
16296,3479,West,Toys,Doll,3,223.0,669.0,2024-01-12,Credit Card
16297,4301,North,Beauty,Perfume,6,474.28,2845.68,2024-12-27,Bank Transfer
16298,2257,North,Electronics,Headphones,7,481.81,3372.67,2025-03-13,Bank Transfer
16299,4431,South,Beauty,Lipstick,10,160.52,1605.2,2025-01-18,Credit Card
16300,2442,West,Beauty,Perfume,3,180.43,541.29,2023-09-08,Credit Card
16301,3882,North,Beauty,Perfume,4,194.45,777.8,2023-09-26,Credit Card
16302,4647,South,Beauty,Lipstick,6,411.96,2471.76,2023-06-05,PayPal
16303,3114,North,Clothing,Jacket,5,396.62,1983.1,2023-06-05,Credit Card
16304,4438,North,Beauty,Lipstick,9,491.64,4424.76,2024-03-27,Credit Card
16305,2582,North,Toys,Lego,1,235.28,235.28,2024-01-24,Credit Card
16306,3736,West,Beauty,Skincare Set,5,369.7,1848.5,2023-08-18,Credit Card
16307,4646,East,Clothing,Jacket,1,429.08,429.08,2023-03-28,Bank Transfer
16308,2019,East,Home & Kitchen,Cookware,8,114.51,916.08,2023-06-05,Bank Transfer
16309,3125,West,Clothing,Jacket,7,312.17,2185.19,2024-06-17,Credit Card
16310,4655,West,Toys,Board Game,5,276.12,1380.6,2024-10-13,PayPal
16311,3381,South,Toys,Board Game,6,372.7,2236.2,2024-03-24,PayPal
16312,3566,North,Books,Fiction,4,349.24,1396.96,2024-07-24,Bank Transfer
16313,4081,West,Clothing,T-Shirt,9,407.33,3665.97,2024-11-20,PayPal
16314,3994,South,Home & Kitchen,Microwave,3,159.02,477.06,2023-10-05,PayPal
16315,3548,East,Books,Comics,2,112.1,224.2,2025-01-18,Bank Transfer
16316,2862,East,Books,Comics,7,403.57,2824.99,2024-08-14,Credit Card
16317,2155,East,Electronics,Laptop,2,183.48,366.96,2025-02-25,Credit Card
16318,2905,East,Beauty,Lipstick,6,147.35,884.1,2023-06-07,Bank Transfer
16319,3270,South,Books,Fiction,8,171.73,1373.84,2025-01-27,Credit Card
16320,2405,North,Books,Comics,3,37.85,113.55,2024-05-18,Credit Card
16321,2844,South,Toys,Doll,3,387.71,1163.13,2024-01-16,Bank Transfer
16322,3783,North,Home & Kitchen,Vacuum Cleaner,3,359.0,1077.0,2024-11-27,Bank Transfer
16323,3565,East,Books,Biography,1,278.58,278.58,2024-04-24,Bank Transfer
16324,3185,West,Home & Kitchen,Microwave,9,359.46,3235.14,2023-12-17,PayPal
16325,2747,West,Beauty,Skincare Set,5,189.7,948.5,2024-03-24,Bank Transfer
16326,3726,West,Toys,Board Game,9,151.21,1360.89,2024-03-05,Bank Transfer
16327,2271,North,Electronics,Tablet,5,431.84,2159.2,2025-01-20,Bank Transfer
16328,2770,East,Electronics,Headphones,7,214.12,1498.84,2023-05-14,Bank Transfer
16329,3716,South,Beauty,Foundation,1,101.98,101.98,2023-04-15,Credit Card
16330,3511,West,Beauty,Perfume,9,375.78,3382.02,2024-05-30,Bank Transfer
16331,2172,North,Toys,Doll,1,171.26,171.26,2023-06-20,Bank Transfer
16332,2274,West,Toys,Action Figure,4,109.87,439.48,2023-04-11,PayPal
16333,4307,South,Clothing,Jacket,7,18.47,129.29,2025-03-14,PayPal
16334,3159,East,Books,Fiction,9,485.45,4369.05,2025-01-08,Credit Card
16335,3707,South,Books,Fiction,1,236.31,236.31,2024-10-27,Bank Transfer
16336,3772,East,Books,Fiction,6,85.07,510.42,2025-02-23,Bank Transfer
16337,2422,East,Home & Kitchen,Microwave,10,380.12,3801.2,2023-07-03,Bank Transfer
16338,3445,East,Clothing,Sneakers,5,444.39,2221.95,2024-08-21,PayPal
16339,3210,West,Books,Non-Fiction,3,266.34,799.02,2023-12-15,Credit Card
16340,4412,South,Home & Kitchen,Cookware,10,19.04,190.4,2023-04-11,PayPal
